"","subject","condition","whichSide","whichResp","whichItem","trial","condition.y","studyResp","studyResp2","rt1","rt2","list","pas1","pas2","state","score","trace"
"545","5","a_foil",-1,-1,"61",33,1,"0","0",53.5805225786753,0,"3","NR","NR","afc",1,1
"546","5","c_cfs",-1,-1,"30",34,3,"0","0",8.35917027108371,0,"3","NR","NR","afc",1,1
"547","5","b_word",-1,-1,"52",35,2,"0","0",8.05919269903097,0,"3","NR","NR","afc",1,1
"548","5","c_cfs",-1,-1,"66",36,3,"0","0",44.5962875972036,0,"3","NR","NR","afc",1,1
"549","5","a_foil",-1,-1,"147",37,1,"0","0",52.497044077958,0,"3","NR","NR","afc",1,1
"550","5","d_binocular",-1,-1,"192",38,4,"0","0",4.46714225038886,0,"3","NR","NR","afc",1,1
"551","5","d_binocular",-1,-1,"126",39,4,"0","0",0,0,"3","NR","NR","afc",1,1
"552","5","b_word",-1,-1,"31",40,2,"0","0",60.4646178310504,0,"3","NR","NR","afc",1,1
"553","5","a_foil",-1,-1,"146",41,1,"0","0",4.68382454814855,0,"3","NR","NR","afc",1,1
"554","5","d_binocular",-1,-1,"167",42,4,"0","0",5.37558790168259,0,"3","NR","NR","afc",1,1
"555","5","d_binocular",-1,-1,"133",43,4,"0","0",6.16729809844401,0,"3","NR","NR","afc",1,1
"556","5","c_cfs",-1,-1,"95",44,3,"0","0",6.98403515294194,0,"3","NR","NR","afc",1,1
"557","5","b_word",-1,-1,"26",45,2,"0","0",2.86698727775365,0,"3","NR","NR","afc",1,1
"558","5","b_word",-1,-1,"47",46,2,"0","0",10.3093984890729,0,"3","NR","NR","afc",1,1
"559","5","a_foil",-1,-1,"121",47,1,"0","0",0,0,"3","NR","NR","afc",1,1
"560","5","c_cfs",-1,-1,"69",48,3,"0","0",9.28427775437012,0,"3","NR","NR","afc",1,1
"561","5","a_foil",-1,-1,"113",49,1,"0","0",6.62567536439747,0,"4","NR","NR","afc",1,1
"562","5","c_cfs",-1,-1,"7",50,3,"0","0",0,0,"4","NR","NR","afc",1,1
"563","5","c_cfs",-1,-1,"155",51,3,"0","0",12.9096397925168,0,"4","NR","NR","afc",1,1
"564","5","b_word",-1,-1,"187",52,2,"0","0",5.2838910772698,0,"4","NR","NR","afc",1,1
"565","5","b_word",-1,-1,"99",53,2,"0","0",7.7841414664872,0,"4","NR","NR","afc",1,1
"566","5","a_foil",-1,-1,"34",54,1,"0","0",4.81714425783139,0,"4","NR","NR","afc",1,1
"567","5","d_binocular",-1,-1,"80",55,4,"0","0",7.76748869020958,0,"4","NR","NR","afc",1,1
"568","5","d_binocular",-1,-1,"139",56,4,"0","0",6.1340366168879,0,"4","NR","NR","afc",1,1
"569","5","a_foil",-1,-1,"4",57,1,"0","0",8.62589722848497,0,"4","NR","NR","afc",1,1
"570","5","c_cfs",-1,-1,"119",58,3,"0","0",0,0,"4","NR","NR","afc",1,1
"571","5","a_foil",-1,-1,"76",59,1,"0","0",7.70915899681859,0,"4","NR","NR","afc",1,1
"572","5","b_word",-1,-1,"2",60,2,"0","0",6.24230320740025,0,"4","NR","NR","afc",1,1
"573","5","b_word",-1,-1,"56",61,2,"0","0",5.25055232050363,0,"4","NR","NR","afc",1,1
"574","5","d_binocular",-1,-1,"50",62,4,"0","0",6.41738737234846,0,"4","NR","NR","afc",1,1
"575","5","d_binocular",-1,-1,"14",63,4,"0","0",0,0,"4","NR","NR","afc",1,1
"576","5","c_cfs",-1,-1,"141",64,3,"0","0",2.76692693668883,0,"4","NR","NR","afc",1,1
"577","5","d_binocular",-1,-1,"32",65,4,"0","0",0,0,"5","NR","NR","afc",1,1
"578","5","c_cfs",-1,-1,"98",66,3,"0","0",0,0,"5","NR","NR","afc",1,1
"579","5","a_foil",-1,-1,"88",67,1,"0","0",0,0,"5","NR","NR","afc",1,1
"580","5","c_cfs",-1,-1,"103",68,3,"0","0",0,0,"5","NR","NR","afc",1,1
"581","5","b_word",-1,-1,"71",69,2,"0","0",0,0,"5","NR","NR","afc",1,1
"582","5","a_foil",-1,-1,"150",70,1,"0","0",0,0,"5","NR","NR","afc",1,1
"583","5","b_word",-1,-1,"143",71,2,"0","0",0,0,"5","NR","NR","afc",1,1
"584","5","d_binocular",-1,-1,"44",72,4,"0","0",0,0,"5","NR","NR","afc",1,1
"585","5","d_binocular",-1,-1,"43",73,4,"0","0",0,0,"5","NR","NR","afc",1,1
"586","5","a_foil",-1,-1,"156",74,1,"0","0",0,0,"5","NR","NR","afc",1,1
"587","5","c_cfs",-1,-1,"11",75,3,"0","0",0,0,"5","NR","NR","afc",1,1
"588","5","b_word",-1,-1,"20",76,2,"0","0",0,0,"5","NR","NR","afc",1,1
"589","5","c_cfs",-1,-1,"78",77,3,"0","0",0,0,"5","NR","NR","afc",1,1
"590","5","a_foil",-1,-1,"40",78,1,"0","0",0,0,"5","NR","NR","afc",1,1
"591","5","b_word",-1,-1,"128",79,2,"0","0",0,0,"5","NR","NR","afc",1,1
"592","5","d_binocular",-1,-1,"122",80,4,"0","0",0,0,"5","NR","NR","afc",1,1
"593","5","b_word",-1,-1,"154",81,2,"0","0",0,0,"6","NR","NR","afc",1,1
"594","5","a_foil",-1,-1,"13",82,1,"0","0",0,0,"6","NR","NR","afc",1,1
"595","5","d_binocular",-1,-1,"79",83,4,"0","0",0,0,"6","NR","NR","afc",1,1
"596","5","b_word",-1,-1,"165",84,2,"0","0",0,0,"6","NR","NR","afc",1,1
"597","5","c_cfs",-1,-1,"104",85,3,"0","0",0,0,"6","NR","NR","afc",1,1
"598","5","a_foil",-1,-1,"72",86,1,"0","0",0,0,"6","NR","NR","afc",1,1
"599","5","c_cfs",-1,-1,"62",87,3,"0","0",0,0,"6","NR","NR","afc",1,1
"600","5","d_binocular",-1,-1,"174",88,4,"0","0",0,0,"6","NR","NR","afc",1,1
"601","5","a_foil",-1,-1,"16",89,1,"0","0",0,0,"6","NR","NR","afc",1,1
"602","5","a_foil",-1,-1,"89",90,1,"0","0",0,0,"6","NR","NR","afc",1,1
"603","5","b_word",-1,-1,"45",91,2,"0","0",0,0,"6","NR","NR","afc",1,1
"604","5","d_binocular",-1,-1,"59",92,4,"0","0",0,0,"6","NR","NR","afc",1,1
"605","5","b_word",-1,-1,"176",93,2,"0","0",0,0,"6","NR","NR","afc",1,1
"606","5","d_binocular",-1,-1,"131",94,4,"0","0",0,0,"6","NR","NR","afc",1,1
"607","5","c_cfs",-1,-1,"1",95,3,"0","0",0,0,"6","NR","NR","afc",1,1
"608","5","c_cfs",-1,-1,"123",96,3,"0","0",0,0,"6","NR","NR","afc",1,1
"609","5","c_cfs",-1,-1,"172",97,3,"0","0",0,0,"7","NR","NR","afc",1,1
"610","5","c_cfs",-1,-1,"60",98,3,"0","0",0,0,"7","NR","NR","afc",1,1
"611","5","a_foil",-1,-1,"53",99,1,"0","0",0,0,"7","NR","NR","afc",1,1
"612","5","d_binocular",-1,-1,"188",100,4,"0","0",0,0,"7","NR","NR","afc",1,1
"613","5","d_binocular",-1,-1,"145",101,4,"0","0",0,0,"7","NR","NR","afc",1,1
"614","5","b_word",-1,-1,"58",102,2,"0","0",0,0,"7","NR","NR","afc",1,1
"615","5","a_foil",-1,-1,"90",103,1,"0","0",0,0,"7","NR","NR","afc",1,1
"616","5","b_word",-1,-1,"117",104,2,"0","0",0,0,"7","NR","NR","afc",1,1
"617","5","a_foil",-1,-1,"23",105,1,"0","0",0,0,"7","NR","NR","afc",1,1
"618","5","d_binocular",-1,-1,"15",106,4,"0","0",0,0,"7","NR","NR","afc",1,1
"619","5","c_cfs",-1,-1,"170",107,3,"0","0",0,0,"7","NR","NR","afc",1,1
"620","5","a_foil",-1,-1,"57",108,1,"0","0",0,0,"7","NR","NR","afc",1,1
"621","5","b_word",-1,-1,"135",109,2,"0","0",0,0,"7","NR","NR","afc",1,1
"622","5","b_word",-1,-1,"74",110,2,"0","0",0,0,"7","NR","NR","afc",1,1
"623","5","d_binocular",-1,-1,"186",111,4,"0","0",0,0,"7","NR","NR","afc",1,1
"624","5","c_cfs",-1,-1,"191",112,3,"0","0",0,0,"7","NR","NR","afc",1,1
"625","5","c_cfs",-1,-1,"81",113,3,"0","0",0,0,"8","NR","NR","afc",1,1
"626","5","b_word",-1,-1,"144",114,2,"0","0",0,0,"8","NR","NR","afc",1,1
"627","5","d_binocular",-1,-1,"73",115,4,"0","0",0,0,"8","NR","NR","afc",1,1
"628","5","a_foil",-1,-1,"39",116,1,"0","0",0,0,"8","NR","NR","afc",1,1
"629","5","b_word",-1,-1,"157",117,2,"0","0",0,0,"8","NR","NR","afc",1,1
"630","5","a_foil",-1,-1,"159",118,1,"0","0",0,0,"8","NR","NR","afc",1,1
"631","5","d_binocular",-1,-1,"8",119,4,"0","0",0,0,"8","NR","NR","afc",1,1
"632","5","c_cfs",-1,-1,"151",120,3,"0","0",0,0,"8","NR","NR","afc",1,1
"633","5","c_cfs",-1,-1,"97",121,3,"0","0",0,0,"8","NR","NR","afc",1,1
"634","5","d_binocular",-1,-1,"153",122,4,"0","0",0,0,"8","NR","NR","afc",1,1
"635","5","b_word",-1,-1,"33",123,2,"0","0",0,0,"8","NR","NR","afc",1,1
"636","5","a_foil",-1,-1,"18",124,1,"0","0",0,0,"8","NR","NR","afc",1,1
"637","5","d_binocular",-1,-1,"68",125,4,"0","0",0,0,"8","NR","NR","afc",1,1
"638","5","c_cfs",-1,-1,"96",126,3,"0","0",0,0,"8","NR","NR","afc",1,1
"639","5","a_foil",-1,-1,"162",127,1,"0","0",0,0,"8","NR","NR","afc",1,1
"640","5","b_word",-1,-1,"140",128,2,"0","0",0,0,"8","NR","NR","afc",1,1
"641","6","c_cfs",1,0,"118",1,3,"3","7",5.6418382495176,6.07515292882454,"1","1","2","afc",0,1
"642","6","b_word",0,1,"3",2,2,"1","1",2.81674855668098,0,"1","3","3","afc",0,1
"643","6","d_binocular",1,0,"177",3,4,"8","1",3.37509334506467,3.10838043596596,"1","3","3","afc",0,1
"644","6","c_cfs",1,0,"181",4,3,"2","2",4.40011886588763,3.34174268587958,"1","2","2","afc",0,1
"645","6","a_foil",0,NA,"124",5,1,"9","4",0,13.217011401779,"1","fNS","0","afc",0,1
"646","6","d_binocular",1,0,"107",6,4,"8","1",4.32517571805511,0.541682739858516,"1","3","3","afc",0,1
"647","6","b_word",0,1,"86",7,2,"8","8",2.80845903593581,1.60003658337519,"1","3","3","afc",0,1
"648","6","a_foil",0,0,"161",8,1,"9","4",0,0.616684747044928,"1","fNS","0","afc",1,1
"649","6","b_word",1,1,"29",9,2,"8","1",7.68351766897831,1.6333965996746,"1","3","3","afc",1,1
"650","6","b_word",0,0,"6",10,2,"1","1",2.9667103132233,1.80837421806064,"1","3","3","afc",1,1
"651","6","c_cfs",1,1,"184",11,3,"3","6",7.51684738020413,0,"1","1","1","afc",1,1
"652","6","d_binocular",0,0,"64",12,4,"8","1",3.27511773398146,0.925008557271212,"1","3","3","afc",1,1
"653","6","a_foil",1,0,"100",13,1,"9","9",0,2.50006580189802,"1","fNS","fNS","afc",0,1
"654","6","c_cfs",1,1,"115",14,3,"7","7",9.37529739108868,3.44175783847459,"1","2","2","afc",1,1
"655","6","a_foil",0,0,"163",15,1,"4","9",3.93347224150784,54.2763951345114,"1","0","fNS","afc",1,1
"656","6","d_binocular",1,1,"179",16,4,"1","1",2.11667206964921,3.29174597596284,"1","3","3","afc",1,1
"657","6","a_foil",1,NA,"137",17,1,"9","9",0,31.9341396169038,"2","fNS","fNS","afc",0,1
"658","6","d_binocular",0,0,"102",18,4,"8","1",5.46680811047554,0.508345663663931,"2","3","3","afc",1,1
"659","6","b_word",0,0,"37",19,2,"1","1",3.68342651228886,0,"2","3","3","afc",1,1
"660","6","c_cfs",1,1,"111",20,3,"6","2",5.40013456181623,0.641681592795067,"2","1","2","afc",1,1
"661","6","b_word",1,1,"85",21,2,"1","1",0,2.07505000033416,"2","3","3","afc",1,1
"662","6","c_cfs",0,0,"189",22,3,"3","2",5.28347396210302,0.66667542012874,"2","1","2","afc",1,1
"663","6","a_foil",0,0,"183",23,1,"4","9",7.58353541733231,2.81674161436968,"2","0","fNS","afc",1,1
"664","6","d_binocular",0,0,"166",24,4,"1","1",2.17505911597982,1.77504680072889,"2","3","3","afc",1,1
"665","6","d_binocular",0,1,"110",25,4,"8","1",6.87517544638831,3.7667593928054,"2","3","3","afc",0,1
"666","6","b_word",1,1,"112",26,2,"8","1",3.3334247918101,0.891703476430848,"2","3","3","afc",1,1
"667","6","c_cfs",1,1,"125",27,3,"6","3",7.49186351371463,1.94170863798354,"2","1","1","afc",1,1
"668","6","d_binocular",1,1,"129",28,4,"0","1",4.72511891112663,0,"2","NR","3","afc",1,1
"669","6","a_foil",0,0,"28",29,1,"4","4",2.69173776579555,2.50006127415691,"2","0","0","afc",1,1
"670","6","b_word",1,1,"25",30,2,"8","1",2.06672546570189,4.025099472492,"2","3","3","afc",1,1
"671","6","a_foil",0,1,"185",31,1,"9","4",3.79171337687876,3.01673932035919,"2","fNS","0","afc",0,1
"672","6","c_cfs",1,1,"19",32,3,"2","7",12.9753327671206,0,"2","2","2","afc",1,1
"673","6","d_binocular",1,1,"66",33,4,"8","8",4.53344694711268,0,"3","3","3","afc",1,1
"674","6","c_cfs",0,1,"52",34,3,"7","2",2.26675727998372,0,"3","2","2","afc",0,1
"675","6","a_foil",1,0,"126",35,1,"9","9",0,0,"3","fNS","fNS","afc",0,1
"676","6","d_binocular",1,1,"30",36,4,"8","8",2.22505250561517,0,"3","3","3","afc",1,1
"677","6","b_word",0,1,"61",37,2,"1","1",2.00001629954204,0,"3","3","3","afc",0,1
"678","6","b_word",0,0,"147",38,2,"1","8",6.03348196099978,0,"3","3","3","afc",1,1
"679","6","c_cfs",1,1,"31",39,3,"6","3",4.01677584333811,0,"3","1","1","afc",1,1
"680","6","a_foil",1,0,"192",40,1,"9","9",4.03344091027975,0,"3","fNS","fNS","afc",0,1
"681","6","b_word",1,1,"121",41,2,"1","1",3.26675909105688,0,"3","3","3","afc",1,1
"682","6","a_foil",1,0,"133",42,1,"4","9",3.1334159176331,0,"3","0","fNS","afc",0,1
"683","6","b_word",0,0,"146",43,2,"8","1",4.93348461715505,0,"3","3","3","afc",1,1
"684","6","d_binocular",1,1,"69",44,4,"1","1",2.75838475232013,0,"3","3","3","afc",1,1
"685","6","c_cfs",1,0,"26",45,3,"6","6",3.92507828306407,0,"3","1","1","afc",0,1
"686","6","d_binocular",0,1,"95",46,4,"1","1",5.49179107137024,0,"3","3","3","afc",0,1
"687","6","a_foil",0,0,"167",47,1,"9","4",2.22505944804288,0,"3","fNS","0","afc",1,1
"688","6","c_cfs",1,0,"47",48,3,"3","3",0,0,"3","1","1","afc",0,1
"689","6","d_binocular",0,1,"155",49,4,"8","8",2.15842151688412,0,"4","3","3","afc",0,1
"690","6","a_foil",1,0,"80",50,1,"9","9",2.70005173597019,0,"4","fNS","fNS","afc",0,1
"691","6","a_foil",0,0,"139",51,1,"9","9",3.50844315893482,0,"4","fNS","fNS","afc",1,1
"692","6","b_word",0,1,"113",52,2,"1","1",5.08345512696542,0,"4","3","3","afc",0,1
"693","6","c_cfs",0,1,"187",53,3,"7","3",1.85003130114637,0,"4","2","1","afc",0,1
"694","6","b_word",1,0,"34",54,2,"0","1",2.00004950223956,0,"4","NR","3","afc",0,1
"695","6","c_cfs",0,0,"99",55,3,"7","7",2.85006601305213,0,"4","2","2","afc",1,1
"696","6","d_binocular",0,0,"7",56,4,"1","1",2.15006709971931,0,"4","3","3","afc",1,1
"697","6","d_binocular",0,0,"141",57,4,"1","1",0.558336336631328,0,"4","3","3","afc",1,1
"698","6","b_word",1,1,"76",58,2,"1","1",2.18338334874716,0,"4","3","3","afc",1,1
"699","6","b_word",0,1,"4",59,2,"1","1",0,0,"4","3","3","afc",0,1
"700","6","c_cfs",1,1,"56",60,3,"3","7",2.83340426639188,0,"4","1","2","afc",1,1
"701","6","a_foil",0,0,"14",61,1,"9","4",2.29999504983425,0,"4","fNS","0","afc",1,1
"702","6","c_cfs",1,0,"2",62,3,"7","3",0,0,"4","2","1","afc",0,1
"703","6","a_foil",0,0,"50",63,1,"9","9",1.86671900632791,0,"4","fNS","fNS","afc",1,1
"704","6","d_binocular",1,0,"119",64,4,"1","1",6.4418239420047,0,"4","3","3","afc",0,1
"705","6","c_cfs",1,1,"71",65,3,"0","3",3.79176046443172,0,"5","NR","1","afc",1,1
"706","6","a_foil",1,0,"44",66,1,"9","9",2.35838964220602,0,"5","fNS","fNS","afc",0,1
"707","6","d_binocular",0,0,"98",67,4,"1","1",4.45844584540464,0,"5","3","3","afc",1,1
"708","6","b_word",1,0,"150",68,2,"8","1",0,0,"5","3","3","afc",0,1
"709","6","c_cfs",0,0,"143",69,3,"7","3",2.85006631491706,0,"5","2","1","afc",1,1
"710","6","a_foil",0,0,"32",70,1,"4","9",7.23350743646733,0,"5","0","fNS","afc",1,1
"711","6","b_word",0,0,"88",71,2,"1","1",2.57505996117834,0,"5","3","3","afc",1,1
"712","6","d_binocular",0,0,"103",72,4,"1","8",5.59181105333846,0,"5","3","3","afc",1,1
"713","6","d_binocular",1,0,"78",73,4,"1","1",0,0,"5","3","3","afc",0,1
"714","6","c_cfs",0,1,"128",74,3,"1","3",2.16671737632714,0,"5","3","1","afc",0,1
"715","6","b_word",0,0,"156",75,2,"1","1",0,0,"5","3","3","afc",1,1
"716","6","d_binocular",1,1,"11",76,4,"1","1",1.80834071349818,0,"5","3","3","afc",1,1
"717","6","a_foil",0,0,"43",77,1,"9","9",2.91675918165129,0,"5","fNS","fNS","afc",1,1
"718","6","b_word",0,1,"40",78,2,"1","1",5.12513273558579,0,"5","3","3","afc",0,1
"719","6","c_cfs",0,0,"20",79,3,"2","2",3.41675586136989,0,"5","2","2","afc",1,1
"720","6","a_foil",0,0,"122",80,1,"4","4",7.51686458534095,0,"5","0","0","afc",1,1
"721","6","d_binocular",-1,-1,"62",81,4,"0","0",1.42502727149986,0,"6","NR","NR","afc",1,1
"722","6","a_foil",-1,-1,"79",82,1,"0","0",2.25839260022622,0,"6","NR","NR","afc",1,1
"723","6","b_word",-1,-1,"72",83,2,"0","0",5.16680400527548,0,"6","NR","NR","afc",1,1
"724","6","c_cfs",-1,-1,"165",84,3,"0","0",0,0,"6","NR","NR","afc",1,1
"725","6","c_cfs",-1,-1,"154",85,3,"0","0",0,0,"6","NR","NR","afc",1,1
"726","6","d_binocular",-1,-1,"104",86,4,"0","0",4.35844095551874,0,"6","NR","NR","afc",1,1
"727","6","b_word",-1,-1,"13",87,2,"0","0",1.66671315056738,0,"6","NR","NR","afc",1,1
"728","6","a_foil",-1,-1,"174",88,1,"0","0",2.25006353796925,0,"6","NR","NR","afc",1,1
"729","6","d_binocular",-1,-1,"123",89,4,"0","0",2.65840763202868,0,"6","NR","NR","afc",1,1
"730","6","b_word",-1,-1,"89",90,2,"0","0",5.36679175053723,0,"6","NR","NR","afc",1,1
"731","6","b_word",-1,-1,"16",91,2,"0","0",0,0,"6","NR","NR","afc",1,1
"732","6","a_foil",-1,-1,"131",92,1,"0","0",1.72505069454201,0,"6","NR","NR","afc",1,1
"733","6","c_cfs",-1,-1,"176",93,3,"0","0",2.85007174813654,0,"6","NR","NR","afc",1,1
"734","6","a_foil",-1,-1,"59",94,1,"0","0",4.48344933171757,0,"6","NR","NR","afc",1,1
"735","6","c_cfs",-1,-1,"45",95,3,"0","0",4.1501156964805,0,"6","NR","NR","afc",1,1
"736","6","d_binocular",-1,-1,"1",96,4,"0","0",0.700018835021183,0,"6","NR","NR","afc",1,1
"737","6","b_word",-1,-1,"90",97,2,"0","0",0.883373206830584,0,"7","NR","NR","afc",1,1
"738","6","d_binocular",-1,-1,"172",98,4,"0","0",1.90839450189378,0,"7","NR","NR","afc",1,1
"739","6","d_binocular",-1,-1,"60",99,4,"0","0",0,0,"7","NR","NR","afc",1,1
"740","6","c_cfs",-1,-1,"58",100,3,"0","0",4.09181558107957,0,"7","NR","NR","afc",1,1
"741","6","c_cfs",-1,-1,"117",101,3,"0","0",1.26671592751518,0,"7","NR","NR","afc",1,1
"742","6","a_foil",-1,-1,"188",102,1,"0","0",0.908363412017934,0,"7","NR","NR","afc",1,1
"743","6","a_foil",-1,-1,"145",103,1,"0","0",0,0,"7","NR","NR","afc",1,1
"744","6","b_word",-1,-1,"53",104,2,"0","0",0,0,"7","NR","NR","afc",1,1
"745","6","d_binocular",-1,-1,"191",105,4,"0","0",0,0,"7","NR","NR","afc",1,1
"746","6","a_foil",-1,-1,"15",106,1,"0","0",2.40842830820475,0,"7","NR","NR","afc",1,1
"747","6","a_foil",-1,-1,"186",107,1,"0","0",1.16670771734789,0,"7","NR","NR","afc",1,1
"748","6","c_cfs",-1,-1,"74",108,3,"0","0",3.46679996070452,0,"7","NR","NR","afc",1,1
"749","6","b_word",-1,-1,"23",109,2,"0","0",3.83347157761455,0,"7","NR","NR","afc",1,1
"750","6","c_cfs",-1,-1,"135",110,3,"0","0",2.95841294457205,0,"7","NR","NR","afc",1,1
"751","6","b_word",-1,-1,"57",111,2,"0","0",4.10015762248077,0,"7","NR","NR","afc",1,1
"752","6","d_binocular",-1,-1,"170",112,4,"0","0",1.00837645167485,0,"7","NR","NR","afc",1,1
"753","6","b_word",-1,-1,"159",113,2,"0","0",2.05844982969575,0,"8","NR","NR","afc",1,1
"754","6","a_foil",-1,-1,"8",114,1,"0","0",0.733360438840464,0,"8","NR","NR","afc",1,1
"755","6","a_foil",-1,-1,"73",115,1,"0","0",3.13343674479984,0,"8","NR","NR","afc",1,1
"756","6","b_word",-1,-1,"39",116,2,"0","0",2.48341914732009,0,"8","NR","NR","afc",1,1
"757","6","d_binocular",-1,-1,"81",117,4,"0","0",3.54180830670521,0,"8","NR","NR","afc",1,1
"758","6","d_binocular",-1,-1,"151",118,4,"0","0",2.27505917637609,0,"8","NR","NR","afc",1,1
"759","6","c_cfs",-1,-1,"144",119,3,"0","0",0,0,"8","NR","NR","afc",1,1
"760","6","c_cfs",-1,-1,"157",120,3,"0","0",1.87503871135414,0,"8","NR","NR","afc",1,1
"761","6","a_foil",-1,-1,"68",121,1,"0","0",2.56671791966073,0,"8","NR","NR","afc",1,1
"762","6","d_binocular",-1,-1,"97",122,4,"0","0",0,0,"8","NR","NR","afc",1,1
"763","6","a_foil",-1,-1,"153",123,1,"0","0",1.28336801507976,0,"8","NR","NR","afc",1,1
"764","6","c_cfs",-1,-1,"140",124,3,"0","0",0.48334489390254,0,"8","NR","NR","afc",1,1
"765","6","b_word",-1,-1,"18",125,2,"0","0",0,0,"8","NR","NR","afc",1,1
"766","6","b_word",-1,-1,"162",126,2,"0","0",2.81675398990046,0,"8","NR","NR","afc",1,1
"767","6","c_cfs",-1,-1,"33",127,3,"0","0",0.591677638585679,0,"8","NR","NR","afc",1,1
"768","6","d_binocular",-1,-1,"96",128,4,"0","0",0.491682407795452,0,"8","NR","NR","afc",1,1
"769","7","a_foil",0,1,"107",1,1,"9","9",0,1.80002372479066,"1","fNS","fNS","afc",0,1
"770","7","a_foil",1,0,"177",2,1,"9","9",0,1.27505261113402,"1","fNS","fNS","afc",0,1
"771","7","c_cfs",0,1,"3",3,3,"1","2",3.60022312181536,6.32538210216444,"1","3","2","afc",0,1
"772","7","c_cfs",1,0,"86",4,3,"8","8",6.40042583912145,1.78343054675497,"1","3","3","afc",0,1
"773","7","b_word",1,1,"161",5,2,"4","7",4.87537020957097,2.24180105701089,"1","0","2","afc",1,1
"774","7","b_word",0,1,"124",6,2,"2","2",6.25873954268172,1.04172245715745,"1","2","2","afc",0,1
"775","7","d_binocular",1,0,"181",7,4,"1","1",3.40022601943929,0,"1","3","3","afc",0,1
"776","7","d_binocular",0,0,"118",8,4,"8","1",3.87523226765916,2.10844772146083,"1","3","3","afc",1,1
"777","7","b_word",1,1,"163",9,2,"7","7",3.56687407253776,0,"1","2","2","afc",1,1
"778","7","a_foil",1,0,"64",10,1,"4","9",2.11682324227877,1.45008614577819,"1","0","fNS","afc",0,1
"779","7","c_cfs",0,0,"6",11,3,"8","2",6.73373220791109,0.583365529892035,"1","3","2","afc",1,1
"780","7","d_binocular",1,0,"115",12,4,"1","8",4.02524760132656,1.06671530357562,"1","3","3","afc",0,1
"781","7","c_cfs",0,0,"29",13,3,"4","2",9.15053057845216,2.25014397874475,"1","0","2","afc",1,1
"782","7","d_binocular",0,0,"184",14,4,"7","1",3.51687841909006,3.91689465823583,"1","2","3","afc",1,1
"783","7","b_word",1,1,"100",15,2,"2","7",15.5592543649254,1.09169396327343,"1","2","2","afc",1,1
"784","7","a_foil",0,1,"179",16,1,"9","4",0,1.66678810794838,"1","fNS","0","afc",0,1
"785","7","b_word",0,0,"183",17,2,"2","7",9.38390812161379,0,"2","2","2","afc",1,1
"786","7","c_cfs",1,1,"85",18,3,"6","2",8.7421871132683,4.48358822916634,"2","1","2","afc",1,1
"787","7","b_word",1,1,"137",19,2,"7","0",0,1.13339287671261,"2","2","NR","afc",1,1
"788","7","d_binocular",1,1,"111",20,4,"8","6",2.88350667140912,0.766716027981602,"2","3","1","afc",1,1
"789","7","a_foil",0,0,"166",21,1,"9","9",2.56681913731154,0.92505587101914,"2","fNS","fNS","afc",1,1
"790","7","a_foil",1,0,"102",22,1,"9","4",1.82511346251704,0,"2","fNS","0","afc",0,1
"791","7","c_cfs",0,0,"37",23,3,"7","2",0,1.13339891354553,"2","2","2","afc",1,1
"792","7","d_binocular",1,1,"189",24,4,"2","7",6.26704111217987,3.83355901075993,"2","2","2","afc",1,1
"793","7","b_word",0,0,"185",25,2,"7","0",0.841721732751466,0.983399275923148,"2","2","NR","afc",1,1
"794","7","a_foil",1,0,"110",26,1,"9","9",6.47538566391449,0.833380320109427,"2","fNS","fNS","afc",0,1
"795","7","d_binocular",0,1,"19",27,4,"7","6",0,1.5667675222503,"2","2","1","afc",0,1
"796","7","a_foil",0,0,"129",28,1,"9","9",5.48366791545413,2.2917843349278,"2","fNS","fNS","afc",1,1
"797","7","c_cfs",0,0,"112",29,3,"0","7",2.60849209234584,0,"2","NR","2","afc",1,1
"798","7","c_cfs",1,0,"25",30,3,"6","2",2.58348505944014,1.20838258392178,"2","1","2","afc",0,1
"799","7","b_word",1,1,"28",31,2,"2","7",2.8335176584078,1.02505985542666,"2","2","2","afc",1,1
"800","7","d_binocular",0,1,"125",32,4,"0","7",5.72534310421906,2.00843256898224,"2","NR","2","afc",0,1
"801","7","a_foil",0,0,"30",33,1,"9","9",3.39187042030972,1.33341020252556,"3","fNS","fNS","afc",1,1
"802","7","d_binocular",0,1,"52",34,4,"0","8",2.69186396081932,1.10840274696238,"3","NR","3","afc",0,1
"803","7","c_cfs",1,1,"147",35,3,"3","3",2.35013347468339,0.6500699671451,"3","1","1","afc",1,1
"804","7","b_word",0,0,"192",36,2,"6","6",0,1.33341291907709,"3","1","1","afc",1,1
"805","7","b_word",1,1,"126",37,2,"0","6",3.2835663757287,1.32509233348537,"3","NR","1","afc",1,1
"806","7","a_foil",1,1,"66",38,1,"4","9",2.616824751487,1.416748566553,"3","0","fNS","afc",1,1
"807","7","d_binocular",0,1,"31",39,4,"8","8",5.45034150441643,0.808376909350045,"3","3","3","afc",0,1
"808","7","c_cfs",1,0,"61",40,3,"2","3",5.92534684692509,3.72520123817958,"3","2","1","afc",0,1
"809","7","b_word",1,0,"133",41,2,"6","7",3.89193863666151,1.01672840351239,"3","1","2","afc",0,1
"810","7","a_foil",0,0,"95",42,1,"9","9",0,3.05011548486073,"3","fNS","fNS","afc",1,1
"811","7","a_foil",0,1,"69",43,1,"9","4",2.40846359846182,0,"3","fNS","0","afc",0,1
