subject,condition,studyResp,studyResp2,studyResp3,named,afc,whichItem,trial
4,1,99999,99999,99999,0,0,105,152
4,4,3,2,2,0,0,112,153
4,1,99999,99999,99999,0,0,106,154
4,1,99999,99999,99999,1,0,25,155
4,2,3,3,NaN,1,0,97,156
4,2,3,3,NaN,0,0,130,157
4,4,2,2,3,0,0,115,158
4,3,3,3,3,0,0,132,159
4,3,3,2,3,0,0,8,160
4,1,99999,99999,99999,0,0,99,161
4,2,2,3,2,0,0,158,162
4,2,3,NaN,3,1,0,157,163
4,4,3,3,3,1,0,59,164
4,3,1,2,3,0,0,125,165
4,3,2,3,2,1,0,165,166
4,1,99999,99999,99999,0,0,2,167
4,4,3,2,2,0,0,22,168
4,3,3,3,2,0,0,45,169
4,3,2,3,3,0,0,111,170
4,2,3,3,3,1,0,33,171
4,4,2,2,2,0,0,83,172
4,2,3,3,2,0,0,152,173
4,1,99999,99999,99999,0,0,56,174
4,1,99999,99999,99999,0,1,187,175
4,4,3,3,3,1,0,79,176
4,4,2,3,3,1,0,137,177
4,4,2,3,3,1,0,155,178
4,2,3,3,3,1,0,177,179
4,2,3,3,3,0,0,64,180
4,1,99999,99999,99999,0,0,76,181
4,1,99999,99999,99999,0,0,82,182
4,3,2,2,2,0,1,163,183
4,3,2,2,2,0,1,53,184
4,1,99999,99999,99999,0,1,113,185
4,3,3,2,2,0,0,23,186
4,2,3,3,3,1,0,179,187
4,1,99999,99999,99999,0,0,91,188
4,2,3,3,2,0,0,107,189
4,4,3,3,3,0,0,141,190
4,3,2,2,2,0,0,161,191
4,4,3,3,3,0,1,28,192
5,4,3,3,3,1,1,95,1
5,1,99999,99999,99999,1,1,55,2
5,3,2,3,3,0,0,65,3
5,3,2,2,1,0,1,143,4
5,4,3,3,3,0,0,150,5
5,2,3,3,3,1,0,139,6
5,1,99999,99999,99999,0,1,16,7
5,2,3,3,3,0,1,46,8
5,4,2,2,2,0,1,156,9
5,3,2,2,2,1,1,48,10
5,3,2,2,1,0,0,128,11
5,1,99999,99999,99999,0,1,13,12
5,1,99999,99999,99999,1,1,148,13
5,2,3,3,3,1,1,36,14
5,2,3,3,3,0,1,14,15
5,4,3,3,3,0,0,66,16
5,3,1,1,1,0,1,40,17
5,1,99999,99999,99999,0,1,62,18
5,4,3,3,3,1,1,43,19
5,1,99999,99999,99999,0,1,188,20
5,4,1,2,3,1,1,144,21
5,2,3,3,3,0,1,11,22
5,3,1,2,1,0,0,168,23
5,2,3,3,3,1,0,32,24
5,1,99999,99999,99999,0,1,186,25
5,1,99999,99999,99999,0,1,123,26
5,4,3,3,3,1,1,140,27
5,4,3,3,3,1,1,44,28
5,2,3,3,3,1,1,103,29
5,3,2,2,2,1,1,17,30
5,2,3,3,3,1,1,122,31
5,3,2,2,1,0,1,88,32
5,4,NaN,3,3,1,1,184,33
5,1,99999,99999,99999,1,1,6,34
5,2,3,3,3,1,1,81,35
5,2,3,3,3,0,0,173,36
5,4,2,2,1,0,0,108,37
5,3,1,1,1,0,1,159,38
5,1,99999,99999,99999,1,1,78,39
5,3,1,2,2,1,0,61,40
5,4,2,2,3,1,1,181,41
5,3,1,2,1,0,1,162,42
5,2,3,3,3,1,1,96,43
5,4,3,3,3,1,1,109,44
5,1,99999,99999,99999,0,0,3,45
5,3,NaN,1,1,1,1,121,46
5,1,99999,99999,99999,0,0,98,47
5,2,3,3,3,0,1,171,48
5,3,1,3,3,0,0,47,49
5,1,99999,99999,99999,0,0,167,50
5,1,99999,99999,99999,0,0,39,51
5,4,3,3,3,1,1,170,52
5,2,3,3,3,0,1,20,53
5,2,3,3,3,1,1,182,54
5,4,3,3,3,0,0,10,55
5,3,3,3,3,1,1,84,56
5,2,3,3,3,0,0,180,57
5,3,3,3,3,1,1,31,58
5,1,99999,99999,99999,0,1,126,59
5,4,3,3,3,0,0,172,60
5,2,3,3,3,0,1,71,61
5,4,3,3,3,1,1,12,62
5,3,2,3,2,0,0,178,63
5,1,99999,99999,99999,0,1,18,64
5,4,3,3,2,1,1,49,65
5,1,99999,99999,99999,1,0,69,66
5,3,2,3,2,0,1,34,67
5,3,2,2,2,0,0,87,68
5,2,3,3,3,0,1,116,69
5,4,2,2,2,1,1,7,70
5,2,3,3,3,0,0,135,71
5,1,99999,99999,99999,1,1,92,72
5,1,99999,99999,99999,1,1,30,73
5,4,3,3,3,1,1,5,74
5,4,3,3,3,1,1,119,75
5,3,1,1,1,0,0,4,76
5,1,99999,99999,99999,0,1,94,77
5,2,3,3,3,0,1,136,78
5,2,3,3,3,0,1,117,79
5,3,1,1,1,0,1,70,80
5,3,1,1,1,0,1,26,81
5,2,3,3,3,0,0,145,82
5,3,1,2,1,0,0,86,83
5,1,99999,99999,99999,0,0,63,84
5,4,3,3,3,1,0,129,85
5,4,2,2,2,0,0,100,86
5,2,3,3,3,1,0,176,87
5,1,99999,99999,99999,0,0,21,88
5,2,3,3,3,0,0,15,89
5,1,99999,99999,99999,0,0,169,90
5,4,3,3,3,0,1,166,91
5,1,99999,99999,99999,1,1,77,92
5,2,3,3,NaN,1,1,154,93
5,3,2,3,1,0,0,52,94
5,4,2,1,1,1,1,124,95
5,3,1,2,1,0,1,29,96
5,2,3,3,3,0,1,174,97
5,3,2,2,1,1,1,27,98
5,1,99999,99999,99999,0,1,164,99
5,3,1,1,2,1,1,138,100
5,4,2,2,2,1,1,89,101
5,4,3,3,3,1,1,38,102
5,2,3,3,3,0,1,75,103
5,1,99999,99999,99999,0,0,50,104
5,3,1,2,1,0,0,127,105
5,2,3,3,3,0,0,101,106
5,4,3,3,3,1,1,35,107
5,2,3,3,3,1,1,131,108
5,4,2,2,2,0,0,72,109
5,3,1,1,NaN,0,0,24,110
5,1,99999,99999,99999,0,1,54,111
5,1,99999,99999,99999,0,0,80,112
5,1,99999,99999,99999,0,1,102,113
5,2,3,3,3,0,0,93,114
5,4,3,3,3,1,1,41,115
5,3,3,3,3,0,1,183,116
5,1,99999,99999,99999,0,0,133,117
5,2,NaN,3,3,0,1,19,118
5,4,3,3,3,0,0,51,119
5,3,2,3,3,0,0,58,120
5,2,3,3,3,1,1,190,121
5,2,3,3,3,0,0,189,122
5,3,1,1,3,0,0,185,123
5,4,3,2,3,0,0,42,124
5,3,3,3,3,1,1,74,125
5,1,99999,99999,99999,0,0,110,126
5,1,99999,99999,99999,1,1,192,127
5,4,2,2,2,1,1,114,128
5,1,99999,99999,99999,0,0,1,129
5,4,2,2,3,1,0,142,130
5,2,3,3,3,1,0,68,131
5,3,2,2,2,1,0,90,132
5,1,99999,99999,99999,1,0,191,133
5,4,3,3,3,1,0,67,134
5,2,3,3,3,1,1,146,135
5,3,1,2,1,0,1,134,136
5,1,99999,99999,99999,0,0,60,137
5,3,1,1,1,0,0,57,138
5,2,3,3,3,1,1,147,139
5,2,3,3,3,0,0,73,140
5,4,3,3,3,1,1,175,141
5,3,1,1,2,1,1,149,142
5,4,3,NaN,3,0,0,9,143
5,1,99999,99999,99999,1,0,104,144
5,2,3,3,3,0,1,105,145
5,4,1,1,1,0,0,120,146
5,3,NaN,1,1,0,0,160,147
5,1,99999,99999,99999,1,1,37,148
5,4,1,1,1,0,0,153,149
5,1,99999,99999,99999,0,1,118,150
5,3,1,1,1,0,0,151,151
5,2,NaN,3,1,0,0,85,152
5,4,1,1,1,0,0,132,153
5,2,3,3,3,0,0,106,154
5,1,99999,99999,99999,0,1,115,155
5,3,1,2,1,1,1,97,156
5,2,3,3,3,1,1,25,157
5,4,1,1,3,1,1,8,158
5,3,NaN,1,1,0,1,130,159
5,1,99999,99999,99999,1,1,112,160
5,4,2,2,2,0,1,125,161
5,1,99999,99999,99999,0,0,59,162
5,4,NaN,NaN,1,0,0,165,163
5,3,0,2,1,0,1,157,164
5,2,3,3,3,0,1,99,165
5,2,3,NaN,NaN,0,0,2,166
5,1,99999,99999,99999,0,1,22,167
5,3,1,1,1,0,1,158,168
5,4,1,1,NaN,0,0,45,169
5,3,1,1,NaN,0,0,152,170
5,4,1,2,1,0,1,111,171
5,1,99999,99999,99999,0,1,83,172
5,2,3,NaN,3,0,1,187,173
5,3,NaN,NaN,1,0,0,33,174
5,2,3,3,NaN,0,1,56,175
5,1,99999,99999,99999,1,1,79,176
5,1,99999,99999,99999,0,0,155,177
5,2,3,3,NaN,0,0,82,178
5,3,3,2,2,0,1,64,179
5,4,3,2,2,1,1,163,180
5,3,1,NaN,NaN,0,1,177,181
5,4,2,2,2,0,1,53,182
5,1,99999,99999,99999,0,0,137,183
5,2,3,NaN,2,0,1,76,184
5,3,2,1,2,0,1,179,185
5,4,1,NaN,NaN,1,1,161,186
5,1,99999,99999,99999,0,0,141,187
5,4,1,NaN,2,1,1,23,188
5,2,3,NaN,2,0,0,91,189
5,2,3,NaN,2,0,1,113,190
5,1,99999,99999,99999,1,1,28,191
5,3,1,1,2,0,0,107,192
6,2,3,3,3,0,0,187,1
6,1,99999,99999,99999,1,1,156,2
6,4,3,3,3,1,1,39,3
6,3,1,0,1,1,1,144,4
6,1,99999,99999,99999,0,0,52,5
6,3,1,2,2,0,1,121,6
6,4,3,3,3,0,1,15,7
6,2,3,3,3,0,1,111,8
6,3,1,2,2,0,0,140,9
6,4,3,3,3,1,1,18,10
6,4,2,3,3,0,0,145,11
6,2,3,3,3,0,0,2,12
6,2,3,3,3,1,1,125,13
6,1,99999,99999,99999,0,1,26,14
6,3,2,3,2,0,1,61,15
6,1,99999,99999,99999,0,1,150,16
6,2,3,3,3,1,1,109,17
6,4,2,3,3,0,1,169,18
6,3,1,1,1,0,1,184,19
6,4,3,3,3,0,0,87,20
6,1,99999,99999,99999,0,1,95,21
6,2,3,3,3,1,1,50,22
6,3,1,2,2,1,1,62,23
6,1,99999,99999,99999,0,0,135,24
6,3,1,1,1,0,1,123,25
6,4,2,2,2,0,1,21,26
6,2,3,3,3,0,0,80,27
6,1,99999,99999,99999,0,1,66,28
6,1,99999,99999,99999,0,1,117,29
6,4,3,3,3,0,1,70,30
6,3,2,2,2,0,1,181,31
6,2,3,3,3,0,0,108,32
6,4,3,3,3,1,1,7,33
6,2,3,3,3,0,1,159,34
6,4,3,3,3,0,0,34,35
6,3,1,1,1,0,0,190,36
6,2,3,3,3,0,1,86,37
6,1,99999,99999,99999,1,1,48,38
6,1,99999,99999,99999,0,1,63,39
6,3,1,2,2,0,1,179,40
6,3,1,1,1,0,0,93,41
6,2,3,3,3,0,0,162,42
6,2,3,3,3,0,1,29,43
6,4,2,2,3,1,1,119,44
6,1,99999,99999,99999,0,1,77,45
6,1,99999,99999,99999,0,1,65,46
6,3,1,1,1,1,1,177,47
6,4,1,2,3,1,1,4,48
6,1,99999,99999,99999,0,1,100,49
6,2,3,3,3,1,1,189,50
6,3,1,1,1,0,1,56,51
6,4,2,2,2,0,1,11,52
6,3,2,2,2,0,0,58,53
6,2,3,3,3,0,1,126,54
6,4,2,3,3,1,1,27,55
6,1,99999,99999,99999,0,1,178,56
6,2,3,3,3,0,1,19,57
6,1,99999,99999,99999,0,0,124,58
6,1,99999,99999,99999,1,1,84,59
6,3,1,1,1,0,1,99,60
6,4,2,3,3,0,1,103,61
6,3,3,3,3,0,1,74,62
6,4,3,3,3,0,1,24,63
6,2,3,3,3,0,0,167,64
6,4,2,2,3,1,0,94,65
6,3,1,2,2,1,1,98,66
6,1,99999,99999,99999,1,1,75,67
6,2,3,3,3,0,1,136,68
6,3,2,3,3,1,1,97,69
6,4,1,2,3,1,1,112,70
6,2,3,3,3,0,1,3,71
6,1,99999,99999,99999,0,1,133,72
6,1,99999,99999,99999,1,1,192,73
6,3,1,2,2,1,1,78,74
6,4,3,3,3,1,1,37,75
6,2,3,3,3,0,1,6,76
6,3,2,3,3,1,1,151,77
6,4,3,3,3,1,1,92,78
6,1,99999,99999,99999,1,1,101,79
6,2,3,3,3,0,1,116,80
6,1,99999,99999,99999,0,1,57,81
6,2,3,3,3,0,1,82,82
6,4,3,3,3,0,1,17,83
6,4,3,3,3,0,1,28,84
6,1,99999,99999,99999,0,0,9,85
6,3,1,1,1,0,0,180,86
6,2,3,3,3,0,1,69,87
6,3,1,3,1,0,1,131,88
6,4,2,3,3,0,0,168,89
6,2,3,3,3,1,0,30,90
6,2,3,3,3,0,1,91,91
6,4,3,3,3,1,1,137,92
6,1,99999,99999,99999,0,1,90,93
6,3,1,1,1,0,1,182,94
6,1,99999,99999,99999,0,1,142,95
6,3,1,1,1,0,1,174,96
6,4,2,3,3,1,1,122,97
6,2,3,3,3,1,1,104,98
6,3,1,2,3,0,1,47,99
6,1,99999,99999,99999,1,1,16,100
6,4,3,3,3,1,1,188,101
6,2,3,3,3,1,1,113,102
6,3,1,1,1,1,0,89,103
6,1,99999,99999,99999,1,1,114,104
6,3,1,1,1,0,1,31,105
6,1,99999,99999,99999,1,1,13,106
6,1,99999,99999,99999,0,1,51,107
6,2,3,3,3,0,1,76,108
6,3,1,1,1,0,1,72,109
6,4,1,2,2,0,1,32,110
6,2,2,3,3,0,1,1,111
6,4,3,3,3,1,1,186,112
6,1,99999,99999,99999,0,1,139,113
6,3,3,3,3,0,1,60,114
6,3,1,1,1,0,1,40,115
6,4,3,3,3,0,0,73,116
6,1,99999,99999,99999,0,1,165,117
6,4,2,2,2,0,0,102,118
6,2,3,3,3,0,1,54,119
6,2,3,3,3,0,1,158,120
6,3,3,3,3,1,1,191,121
6,3,2,2,3,1,1,88,122
6,1,99999,99999,99999,0,1,45,123
6,2,3,3,3,0,0,152,124
6,2,3,3,3,1,1,164,125
6,4,3,3,3,0,0,110,126
6,4,3,3,3,1,1,68,127
6,1,99999,99999,99999,0,1,14,128
6,4,3,3,3,1,1,170,129
6,1,99999,99999,99999,0,1,118,130
6,2,3,3,3,0,0,20,131
6,4,2,3,3,1,1,41,132
6,3,1,0,1,0,0,67,133
6,1,99999,99999,99999,1,1,138,134
6,2,3,3,3,0,1,120,135
6,3,1,1,1,0,1,106,136
6,1,99999,99999,99999,1,1,115,137
6,3,1,1,1,0,1,105,138
6,4,2,2,3,0,1,172,139
6,4,3,3,3,0,0,42,140
6,2,3,3,3,0,1,71,141
6,3,0,1,1,1,1,175,142
6,2,3,3,3,0,0,132,143
6,1,99999,99999,99999,1,1,127,144
6,2,3,3,3,0,0,185,145
6,1,99999,99999,99999,0,0,155,146
6,4,1,3,3,0,1,173,147
6,1,99999,99999,99999,0,1,46,148
6,4,2,2,2,0,0,163,149
6,2,3,3,3,1,1,79,150
6,3,3,3,3,1,1,129,151
6,3,2,2,2,0,1,96,152
6,4,3,3,3,0,1,171,153
6,4,3,3,3,0,1,161,154
6,3,2,3,3,0,1,166,155
6,2,3,3,3,0,0,59,156
6,1,99999,99999,99999,0,1,36,157
6,1,99999,99999,99999,0,0,141,158
6,2,3,3,3,0,1,183,159
6,3,1,2,3,0,1,81,160
6,4,1,1,1,0,1,53,161
6,3,2,2,3,1,1,85,162
6,3,1,1,1,0,0,128,163
6,4,2,1,1,0,0,146,164
6,2,3,3,3,0,1,130,165
6,2,3,3,3,0,0,10,166
6,1,99999,99999,99999,0,1,38,167
6,1,99999,99999,99999,1,1,149,168
6,2,3,3,3,1,1,12,169
6,4,3,3,3,1,1,23,170
6,4,3,3,3,0,1,147,171
6,3,2,3,3,1,1,25,172
6,1,99999,99999,99999,0,1,134,173
6,3,1,1,1,1,1,143,174
6,1,99999,99999,99999,1,1,35,175
6,2,3,3,3,0,1,160,176
6,2,3,3,3,1,1,176,177
6,3,1,2,2,1,1,49,178
6,3,1,1,1,0,1,83,179
6,4,3,3,3,0,1,43,180
6,1,99999,99999,99999,0,1,64,181
6,4,3,3,3,1,1,148,182
6,2,3,3,3,1,1,157,183
6,1,99999,99999,99999,0,1,8,184
6,4,2,3,3,1,1,44,185
6,4,3,3,3,1,1,55,186
6,3,1,2,2,0,1,22,187
6,1,99999,99999,99999,0,0,153,188
6,3,2,2,2,1,1,5,189
6,1,99999,99999,99999,0,1,107,190
6,2,3,3,3,1,1,154,191
6,2,3,3,3,1,1,33,192
7,1,99999,99999,99999,0,1,39,1
7,1,99999,99999,99999,0,0,15,2
7,4,2,2,2,0,1,144,3
7,3,3,3,3,0,1,187,4
7,2,3,3,3,1,1,156,5
7,3,2,2,2,0,1,111,6
7,2,3,3,3,0,0,52,7
7,4,3,3,3,1,1,121,8
7,4,3,3,3,0,0,61,9
7,3,2,3,3,1,1,125,10
7,4,3,3,3,0,1,140,11
7,3,1,2,3,0,0,2,12
7,1,99999,99999,99999,0,1,145,13
7,1,99999,99999,99999,0,1,18,14
7,2,3,3,3,0,0,26,15
7,2,3,3,3,0,0,150,16
7,1,99999,99999,99999,0,0,169,17
7,2,3,3,3,0,0,135,18
7,3,1,3,3,0,0,50,19
7,3,1,2,3,1,1,109,20
7,2,3,3,3,0,0,95,21
7,4,3,3,3,0,1,62,22
7,4,3,3,3,0,1,184,23
7,1,99999,99999,99999,0,1,87,24
7,4,3,3,3,1,1,123,25
7,3,3,3,3,0,1,80,26
7,2,3,3,3,0,0,66,27
7,1,99999,99999,99999,0,1,70,28
7,3,0,0,1,0,0,108,29
7,2,3,3,3,0,1,117,30
7,4,3,3,3,0,0,181,31
7,1,99999,99999,99999,0,1,21,32
7,2,3,2,3,0,1,63,33
7,3,2,3,3,0,0,86,34
7,4,3,3,3,0,0,190,35
7,1,99999,99999,99999,0,1,34,36
7,3,2,2,2,0,1,159,37
7,1,99999,99999,99999,1,1,7,38
7,2,3,3,3,1,1,48,39
7,4,2,3,3,1,1,179,40
7,2,3,3,3,0,0,65,41
7,1,99999,99999,99999,0,1,119,42
7,1,99999,99999,99999,0,0,4,43
7,3,1,2,1,1,1,29,44
7,2,3,3,3,1,1,77,45
7,4,2,2,3,0,0,93,46
7,4,3,3,3,0,0,177,47
7,3,2,3,3,0,1,162,48
7,4,3,3,3,0,1,56,49
7,2,3,3,3,0,1,178,50
7,3,0,1,0,0,1,126,51
7,2,3,3,3,1,1,100,52
7,3,2,3,2,0,0,189,53
7,4,3,3,3,0,0,58,54
7,1,99999,99999,99999,0,1,27,55
7,1,99999,99999,99999,0,1,11,56
7,1,99999,99999,99999,0,1,103,57
7,2,3,3,3,0,0,124,58
7,3,2,2,2,0,0,167,59
7,3,2,2,3,0,1,19,60
7,1,99999,99999,99999,0,0,24,61
7,2,3,3,3,1,1,84,62
7,4,3,3,3,1,1,74,63
7,4,3,3,3,0,1,99,64
7,1,99999,99999,99999,0,1,94,65
7,1,99999,99999,99999,0,1,112,66
7,2,3,3,NaN,0,0,133,67
7,2,3,3,3,0,1,75,68
7,3,3,3,3,1,1,136,69
7,3,3,3,3,0,0,3,70
7,4,3,3,NaN,1,1,98,71
7,4,3,3,NaN,1,1,97,72
7,1,99999,99999,99999,0,0,92,73
7,1,99999,99999,99999,1,1,37,74
7,4,3,3,3,1,1,78,75
7,4,3,3,3,1,1,151,76
7,3,3,3,3,0,1,116,77
7,2,3,3,NaN,1,1,101,78
7,3,2,2,2,0,1,6,79
7,2,3,3,NaN,1,1,192,80
7,2,3,3,3,0,1,57,81
7,3,0,3,0,0,0,82,82
7,2,3,3,3,0,0,9,83
7,1,99999,99999,99999,1,0,28,84
7,1,99999,99999,99999,0,1,17,85
7,4,3,3,3,1,1,131,86
7,3,2,3,3,1,0,69,87
7,4,2,3,3,0,0,180,88
7,4,3,3,3,1,1,182,89
7,1,99999,99999,99999,0,0,137,90
7,2,3,3,3,0,1,142,91
7,3,2,1,3,0,0,30,92
7,1,99999,99999,99999,0,0,168,93
7,4,3,3,3,0,0,174,94
7,3,1,3,2,0,0,91,95
7,2,3,3,3,1,1,90,96
7,3,3,3,3,0,1,113,97
7,3,3,3,3,1,1,104,98
7,2,3,NaN,3,1,1,114,99
7,4,3,3,NaN,0,0,47,100
7,1,99999,99999,99999,1,1,122,101
7,4,3,3,3,1,1,89,102
7,1,99999,99999,99999,0,0,188,103
7,2,3,NaN,NaN,1,1,16,104
7,2,3,NaN,3,0,1,13,105
7,1,99999,99999,99999,1,1,32,106
7,3,2,NaN,2,0,1,76,107
7,4,3,3,3,1,1,31,108
7,3,3,NaN,3,1,1,1,109
7,1,99999,99999,99999,0,0,186,110
7,4,3,3,3,0,1,72,111
7,2,3,NaN,3,0,0,51,112
7,2,3,3,3,0,1,165,113
7,4,1,3,2,0,0,40,114
7,3,0,0,0,0,1,158,115
7,1,99999,99999,99999,0,1,102,116
7,3,2,3,3,0,1,54,117
7,1,99999,99999,99999,0,1,73,118
7,4,3,NaN,3,0,1,60,119
7,2,3,3,NaN,0,1,139,120
7,4,3,3,3,1,1,88,121
7,1,99999,99999,99999,0,0,110,122
7,4,3,NaN,3,1,1,191,123
7,3,1,1,1,0,1,152,124
7,1,99999,99999,99999,0,1,68,125
7,2,NaN,NaN,3,1,1,45,126
7,2,3,NaN,3,0,1,14,127
7,3,3,3,3,0,1,164,128
7,1,99999,99999,99999,0,1,41,129
7,3,2,3,3,0,0,120,130
7,2,3,NaN,3,0,0,118,131
7,1,99999,99999,99999,1,1,170,132
7,2,3,NaN,3,1,1,138,133
7,4,3,3,3,1,1,67,134
7,4,3,3,3,1,1,106,135
7,3,1,1,3,0,0,20,136
7,2,3,3,3,0,1,115,137
7,3,2,2,3,0,1,132,138
7,3,1,2,3,0,1,71,139
7,1,99999,99999,99999,0,0,42,140
7,4,3,3,3,1,1,175,141
7,4,3,3,3,1,1,105,142
7,1,99999,99999,99999,1,1,172,143
7,2,3,3,3,0,0,127,144
7,4,3,3,3,1,1,96,145
7,3,3,3,3,0,0,185,146
7,3,3,3,3,1,1,79,147
7,2,NaN,NaN,3,0,0,46,148
7,1,99999,99999,99999,0,1,173,149
7,4,3,NaN,3,0,0,129,150
7,2,NaN,NaN,3,0,0,155,151
7,1,99999,99999,99999,0,1,163,152
7,4,3,3,3,1,1,81,153
7,3,3,3,3,1,0,183,154
7,2,3,NaN,NaN,0,1,36,155
7,4,3,3,2,0,1,166,156
7,2,3,NaN,NaN,1,1,141,157
7,1,99999,99999,99999,0,0,171,158
7,1,99999,99999,99999,0,1,161,159
7,3,3,3,3,0,0,59,160
7,2,NaN,3,NaN,0,1,149,161
7,4,NaN,3,3,0,0,85,162
7,4,3,3,3,0,0,128,163
7,3,3,3,3,0,0,130,164
7,1,99999,99999,99999,0,0,53,165
7,2,NaN,3,NaN,1,1,38,166
7,1,99999,99999,99999,0,1,146,167
7,3,3,3,3,1,1,10,168
7,2,3,NaN,3,1,1,35,169
7,3,3,3,3,0,1,160,170
7,4,3,3,3,0,1,143,171
7,2,3,3,3,0,1,134,172
7,3,3,3,3,1,1,12,173
7,1,99999,99999,99999,1,1,23,174
7,4,NaN,3,3,1,1,25,175
7,1,99999,99999,99999,0,0,147,176
7,4,3,NaN,3,0,1,83,177
7,3,3,NaN,3,1,1,176,178
7,4,3,NaN,NaN,1,1,49,179
7,3,3,2,3,1,1,157,180
7,1,99999,99999,99999,1,1,148,181
7,2,NaN,NaN,NaN,0,1,8,182
7,1,99999,99999,99999,0,0,43,183
7,2,NaN,NaN,NaN,0,1,64,184
7,4,3,3,NaN,0,1,22,185
7,2,3,NaN,NaN,0,0,153,186
7,1,99999,99999,99999,0,0,55,187
7,3,3,NaN,3,1,1,33,188
7,2,3,3,NaN,0,0,107,189
7,1,99999,99999,99999,1,1,44,190
7,3,3,NaN,NaN,0,1,154,191
7,4,3,3,3,1,1,5,192
8,1,99999,99999,99999,1,1,144,1
8,3,2,2,2,1,1,156,2
8,2,3,3,3,0,1,39,3
8,1,99999,99999,99999,1,1,121,4
8,3,3,2,2,0,1,52,5
8,4,3,3,3,0,1,187,6
8,2,3,3,3,1,1,15,7
8,4,2,2,2,0,1,111,8
8,1,99999,99999,99999,0,0,140,9
8,3,2,2,2,1,1,26,10
8,4,3,3,3,1,1,125,11
8,2,3,3,3,1,1,145,12
8,4,3,3,NaN,1,1,2,13
8,3,3,3,3,0,1,150,14
8,2,3,3,3,0,0,18,15
8,1,99999,99999,99999,0,0,61,16
8,2,3,3,3,0,1,169,17
8,4,3,3,3,1,1,109,18
8,2,3,3,3,0,1,87,19
8,3,2,2,2,0,0,135,20
8,1,99999,99999,99999,0,1,184,21
8,3,2,2,2,1,1,95,22
8,4,3,3,3,0,1,50,23
8,1,99999,99999,99999,0,1,62,24
8,2,3,3,3,1,1,21,25
8,3,3,3,3,1,1,117,26
8,1,99999,99999,99999,1,1,181,27
8,1,99999,99999,99999,0,1,123,28
8,4,2,3,3,0,1,108,29
8,4,3,3,3,1,1,80,30
8,3,2,2,2,0,1,66,31
8,2,3,3,3,0,1,70,32
8,2,3,3,3,1,1,7,33
8,4,3,3,3,1,1,86,34
8,4,3,3,3,0,0,159,35
8,2,3,2,3,1,1,34,36
8,3,3,3,3,1,1,48,37
8,1,99999,99999,99999,0,0,190,38
8,3,2,3,3,0,1,63,39
8,1,99999,99999,99999,0,1,179,40
8,3,3,3,3,1,1,77,41
8,1,99999,99999,99999,1,1,177,42
8,3,3,3,3,1,1,65,43
8,2,2,3,3,0,1,119,44
8,1,99999,99999,99999,0,1,93,45
8,4,3,3,3,1,1,29,46
8,4,3,3,3,0,1,162,47
8,2,3,3,3,0,1,4,48
8,2,3,3,3,0,1,11,49
8,3,3,3,3,1,1,100,50
8,4,2,3,3,0,1,126,51
8,1,99999,99999,99999,0,0,58,52
8,1,99999,99999,99999,0,0,56,53
8,2,3,3,3,1,1,27,54
8,3,2,3,3,0,1,178,55
8,4,3,3,3,1,1,189,56
8,2,3,3,3,0,1,24,57
8,3,3,3,3,1,1,124,58
8,3,3,3,3,1,1,84,59
8,1,99999,99999,99999,1,1,74,60
8,4,3,3,3,1,1,19,61
8,4,3,3,3,1,1,167,62
8,1,99999,99999,99999,0,1,99,63
8,2,3,3,3,1,1,103,64
8,2,3,3,3,1,1,112,65
8,3,3,3,3,1,1,133,66
8,4,3,3,3,1,1,136,67
8,1,99999,99999,99999,1,1,97,68
8,4,3,3,3,1,1,3,69
8,2,3,3,3,0,1,94,70
8,3,2,2,2,0,1,75,71
8,1,99999,99999,99999,0,0,98,72
8,2,3,3,3,1,1,92,73
8,1,99999,99999,99999,1,1,78,74
8,3,3,3,3,1,1,192,75
8,3,2,2,2,1,1,101,76
8,4,2,2,2,1,1,6,77
8,1,99999,99999,99999,1,1,151,78
8,4,3,3,3,0,1,116,79
8,2,3,3,3,0,1,37,80
8,3,3,3,3,0,0,9,81
8,1,99999,99999,99999,0,1,180,82
8,2,3,3,3,0,1,17,83
8,4,3,3,3,1,1,82,84
8,4,3,3,3,1,1,69,85
8,2,3,3,3,1,1,28,86
8,3,2,2,2,1,1,57,87
8,1,99999,99999,99999,0,1,131,88
8,1,99999,99999,99999,1,1,182,89
8,3,3,3,3,1,1,90,90
8,4,3,3,3,1,1,30,91
8,2,3,3,3,1,1,168,92
8,1,99999,99999,99999,0,1,174,93
8,2,3,3,3,1,1,137,94
8,4,3,3,3,0,1,91,95
8,3,2,2,2,0,1,142,96
8,2,3,3,3,1,1,122,97
8,1,99999,99999,99999,1,1,89,98
8,1,99999,99999,99999,0,0,47,99
8,2,3,3,3,1,1,188,100
8,3,2,2,2,1,1,16,101
8,3,2,2,2,1,1,114,102
8,4,3,3,3,1,1,104,103
8,4,3,3,3,1,1,113,104
8,2,3,3,3,1,1,186,105
8,3,3,3,3,0,1,51,106
8,1,99999,99999,99999,1,1,31,107
8,4,3,3,3,0,1,1,108
8,1,99999,99999,99999,0,1,72,109
8,3,2,2,2,0,1,13,110
8,4,3,3,3,0,1,76,111
8,2,3,3,3,1,1,32,112
8,3,2,2,2,1,1,139,113
8,4,3,3,3,0,1,158,114
8,2,3,3,3,1,1,102,115
8,2,3,3,NaN,0,0,73,116
8,4,3,3,3,0,1,54,117
8,1,99999,99999,99999,0,1,60,118
