subject,condition,studyResp,studyResp2,whichItem
11,4,8,1,140
11,3,3,3,162
11,1,0,0,97
11,1,0,4,96
11,1,4,4,81
11,1,0,0,151
11,4,1,1,144
11,2,1,1,153
11,2,2,8,8
11,4,8,8,33
11,4,8,8,157
11,2,1,1,73
11,2,1,8,68
12,2,8,8,179
12,3,1,1,163
12,2,1,1,107
12,2,1,8,64
12,4,8,1,6
12,3,1,2,124
12,4,1,8,86
12,1,4,0,181
12,4,8,1,3
12,1,0,0,115
12,1,0,4,184
12,2,1,8,177
12,1,0,4,118
12,4,1,8,29
12,3,7,1,100
12,3,1,7,161
12,3,2,1,185
12,3,1,1,183
12,2,1,1,129
12,1,4,0,19
12,2,1,8,102
12,3,1,2,28
12,4,1,8,25
12,1,0,0,189
12,2,8,1,110
12,4,1,1,112
12,4,8,8,37
12,4,1,8,85
12,2,1,8,166
12,3,1,8,137
12,1,0,0,125
12,1,0,4,111
12,2,8,1,95
12,3,8,1,192
12,1,0,0,26
12,4,8,1,61
12,1,0,0,52
12,3,3,8,133
12,2,8,1,66
12,4,1,1,121
12,1,0,4,47
12,2,1,8,69
12,4,1,1,147
12,2,8,8,30
12,1,4,4,31
12,3,3,2,167
12,4,8,7,146
12,3,3,8,126
12,2,8,8,7
12,2,1,8,119
12,3,2,7,139
12,4,8,8,76
12,4,1,8,113
12,3,1,1,50
12,2,8,8,155
12,4,1,1,34
12,4,8,8,4
12,3,3,1,14
12,1,0,0,2
12,1,0,0,187
12,1,0,4,56
12,3,3,8,80
12,1,4,0,99
12,2,1,1,141
12,3,6,1,32
12,3,1,2,43
12,2,8,2,98
12,2,1,8,11
12,4,8,1,40
12,1,0,0,128
12,4,1,1,156
12,1,4,4,20
12,2,1,8,78
12,2,1,1,103
12,1,0,0,71
12,4,1,8,150
12,4,8,1,88
12,1,0,0,143
12,3,6,8,44
12,3,7,2,122
12,2,1,3,1
12,3,8,1,131
12,3,2,1,59
12,1,4,0,176
12,4,8,1,13
12,3,1,8,79
12,1,4,4,165
12,4,1,8,72
12,1,4,0,154
12,2,1,1,104
12,4,8,8,89
12,1,0,0,45
12,4,1,8,16
12,3,8,8,174
12,2,1,1,123
12,2,8,1,62
12,2,1,8,60
12,1,4,0,135
12,4,1,1,23
12,2,1,8,170
12,3,1,2,145
12,4,8,8,90
12,2,1,1,172
12,1,0,4,58
12,3,3,3,15
12,2,1,8,191
12,4,1,8,53
12,3,7,8,188
12,3,1,1,186
12,1,0,0,74
12,1,4,0,117
12,4,8,1,57
12,2,1,8,97
12,4,8,1,39
12,2,1,1,151
12,2,1,8,96
12,4,8,1,159
12,3,8,1,73
12,4,1,8,162
12,2,1,8,81
12,1,4,0,144
12,1,0,0,140
12,3,8,3,153
12,4,1,1,18
12,1,0,0,157
12,3,7,2,8
12,1,4,0,33
12,3,7,0,68
13,3,7,4,107
13,1,4,0,3
13,2,7,7,184
13,3,7,4,177
13,2,8,1,181
13,2,8,1,115
13,3,8,4,179
13,4,8,7,100
13,4,1,7,163
13,1,0,0,6
13,1,0,0,86
13,1,0,0,29
13,4,8,7,124
13,3,8,4,64
13,4,1,8,161
13,2,7,1,118
13,2,1,4,189
13,4,8,2,183
13,3,2,1,102
13,1,0,0,37
13,4,1,8,185
13,4,1,1,137
13,3,1,4,166
13,1,0,0,112
13,3,1,4,110
13,2,8,2,111
13,1,4,0,85
13,1,0,0,25
13,3,1,4,129
13,4,8,1,28
13,2,1,3,125
13,2,1,1,19
13,3,8,0,66
13,3,7,4,95
13,1,0,0,121
13,1,0,0,146
13,2,7,0,31
13,4,8,2,167
13,3,1,2,69
13,1,0,0,147
13,4,1,7,126
13,1,0,0,61
13,4,1,2,133
13,2,1,2,52
13,4,1,7,192
13,3,2,7,30
13,2,2,2,26
13,2,7,2,47
13,4,2,1,80
13,2,2,2,99
13,4,2,2,50
13,1,0,4,4
13,2,2,2,56
13,1,0,4,113
13,3,3,4,155
13,2,2,4,2
13,3,3,3,119
13,3,2,7,7
13,1,0,0,34
13,4,2,7,14
13,2,1,2,187
13,4,7,1,139
13,1,0,0,76
13,3,3,4,141
13,2,1,2,128
13,1,0,2,156
13,4,2,2,44
13,3,4,3,78
13,1,0,0,150
13,4,8,7,32
13,3,2,3,11
13,1,0,4,40
13,2,8,3,20
13,2,1,1,71
13,3,2,3,98
13,2,3,3,143
13,4,2,3,43
13,3,3,3,103
13,4,8,3,122
13,1,0,0,88
13,4,1,0,59
13,4,8,3,79
13,3,1,3,104
13,1,4,0,89
13,2,8,3,176
13,2,1,3,165
13,1,4,4,16
13,4,2,1,174
13,3,4,7,62
13,4,2,7,131
13,3,4,3,123
13,2,1,4,45
13,1,0,0,13
13,3,4,3,1
13,2,8,1,154
13,1,4,0,72
13,1,0,0,90
13,3,2,4,172
13,1,0,0,57
13,2,2,3,74
13,4,2,1,186
13,4,1,4,188
13,2,7,2,58
13,1,0,0,53
13,3,4,3,170
13,3,4,3,191
13,4,0,7,145
13,4,8,2,15
13,2,1,3,135
13,3,4,3,60
13,2,4,3,117
13,1,4,0,23
13,3,8,3,151
13,2,8,3,157
13,1,0,0,18
13,2,2,3,144
13,3,0,1,81
13,1,4,0,159
13,1,0,0,162
13,2,4,2,140
13,4,3,2,153
13,4,7,2,8
13,1,0,0,39
13,3,7,4,96
13,3,2,2,97
13,4,7,2,73
13,2,2,2,33
13,4,2,1,68
14,2,1,1,29
14,4,8,1,177
14,4,8,1,107
14,1,0,4,124
14,3,4,4,115
14,3,6,8,118
14,2,8,1,6
14,1,0,0,161
14,1,0,0,100
14,2,1,1,3
14,4,1,1,64
14,1,0,0,163
14,3,2,2,184
14,3,2,4,181
14,2,8,8,86
14,4,8,1,179
14,3,4,3,189
14,2,1,1,112
14,4,8,1,110
14,4,1,1,102
14,1,0,0,137
14,3,6,1,111
14,1,0,0,28
14,4,2,8,129
14,3,3,3,125
14,1,0,0,183
14,2,1,2,25
14,2,1,2,37
14,2,7,6,85
14,4,1,7,166
14,1,4,0,185
14,3,7,3,19
14,2,1,6,121
14,4,1,8,66
14,3,1,2,52
14,1,4,4,126
14,4,8,8,30
14,1,0,4,192
14,3,3,1,47
14,4,8,3,95
14,4,1,8,69
14,1,4,0,167
14,1,0,0,133
14,2,1,1,146
14,3,2,1,31
14,2,1,1,147
14,2,1,8,61
14,3,3,8,26
14,1,0,0,139
14,1,4,0,14
14,1,0,4,80
14,2,2,1,34
14,4,1,1,141
14,3,1,8,99
14,1,4,4,50
14,4,8,1,155
14,2,7,8,113
14,2,7,1,76
14,4,4,1,119
14,3,1,7,2
14,3,4,1,187
14,3,1,6,56
14,2,1,8,4
14,4,8,1,7
14,2,1,8,40
14,1,0,4,122
14,1,4,4,43
14,2,8,1,156
14,2,4,1,150
14,3,2,1,20
14,3,1,7,143
14,3,4,8,71
14,1,4,0,44
14,2,8,8,88
14,4,1,1,78
14,4,8,8,98
14,1,0,0,32
14,4,8,8,11
14,4,1,8,103
14,3,3,1,128
14,4,1,8,104
14,1,4,0,59
14,3,3,7,165
14,3,4,3,154
14,3,2,3,45
14,2,1,4,13
14,1,4,0,131
14,4,0,2,123
14,2,8,8,16
14,2,8,1,89
14,1,0,4,79
14,4,8,1,62
14,3,2,3,176
14,1,0,0,174
14,4,8,3,1
14,2,1,7,72
14,2,1,1,90
14,3,1,2,58
14,4,8,1,191
14,3,2,2,135
14,1,0,0,188
14,3,8,1,117
14,1,0,1,186
14,2,8,1,23
14,4,8,8,60
14,4,1,1,170
14,4,8,1,172
14,1,0,0,15
14,1,4,0,145
14,2,7,1,57
14,3,6,7,74
14,2,1,1,53
14,3,8,3,33
14,4,8,1,81
14,4,7,1,97
14,1,0,0,68
14,1,0,4,8
14,1,0,0,73
14,2,4,8,162
14,2,1,1,159
14,4,1,8,96
14,3,4,3,144
14,2,0,1,39
14,1,0,0,153
14,2,8,1,18
14,4,1,1,151
14,3,1,1,140
14,3,1,7,157
