subject,condition,named,afc,whichItem,trial
13,3,1,1,100,12
13,4,1,1,170,13
13,3,0,1,30,14
13,1,1,1,157,15
13,4,0,1,177,16
13,4,0,0,53,17
13,1,0,1,145,18
13,2,0,1,154,19
13,3,1,1,151,20
13,1,0,1,163,21
13,3,0,0,122,22
13,4,1,1,7,23
13,2,0,1,131,24
13,1,0,1,161,25
13,3,1,1,32,26
13,2,0,1,174,27
13,2,1,1,176,28
13,4,0,1,23,29
13,4,0,1,119,30
13,3,1,1,97,31
13,1,0,0,15,32
13,4,0,1,62,33
13,1,0,0,64,34
13,2,0,1,56,35
13,3,0,1,43,36
13,1,0,0,58,37
13,4,1,1,89,38
13,3,0,1,146,39
13,2,0,1,29,40
13,2,0,0,86,41
13,2,1,1,99,42
13,4,1,1,72,43
13,1,1,1,107,44
13,4,0,1,123,45
13,3,0,1,147,46
13,1,1,0,74,47
13,3,1,1,44,48
13,3,1,1,25,49
13,3,0,1,59,50
13,4,0,0,2,51
13,4,0,0,191,52
13,1,0,1,167,53
13,2,1,1,13,54
13,2,0,1,28,55
13,1,0,1,11,56
13,3,1,1,79,57
13,3,0,1,85,58
13,4,1,1,187,59
13,2,1,1,16,60
13,4,1,1,60,61
13,2,0,0,137,62
13,1,0,0,103,63
13,1,0,0,126,64
13,2,1,1,14,65
13,1,0,1,3,66
13,2,0,1,166,67
13,4,0,0,110,68
13,4,1,1,8,69
13,1,0,0,1,70
13,3,0,1,155,71
13,3,0,1,19,72
13,3,1,1,189,73
13,3,0,1,141,74
13,1,0,1,6,75
13,1,0,1,104,76
13,2,0,1,129,77
13,4,0,0,102,78
13,2,1,1,139,79
13,4,1,1,153,80
13,2,1,1,159,81
13,3,0,1,184,82
13,1,0,1,96,83
13,2,1,1,50,84
13,4,0,0,40,85
13,4,0,1,143,86
13,3,1,1,73,87
13,1,0,0,112,88
13,1,0,1,81,89
13,4,0,1,128,90
13,3,1,1,181,91
13,2,0,1,162,92
13,2,0,1,80,93
13,3,1,1,68,94
13,4,1,1,88,95
13,1,0,0,37,96
14,1,0,0,179,1
14,1,0,0,172,2
14,3,0,0,111,3
14,4,1,0,69,4
14,3,1,1,186,5
14,4,1,1,124,6
14,2,1,1,192,7
14,2,0,1,33,8
14,1,1,1,170,9
14,4,1,1,100,10
14,2,1,1,157,11
14,2,0,1,133,12
14,3,1,1,188,13
14,4,1,1,30,14
14,3,0,1,125,15
14,1,0,1,177,16
14,2,1,1,163,17
14,3,0,1,154,18
14,1,0,0,53,19
14,4,1,1,151,20
14,4,1,1,122,21
14,2,0,1,145,22
14,3,1,1,131,23
14,1,1,1,7,24
14,2,1,0,15,25
14,2,0,1,161,26
14,4,1,1,97,27
14,3,1,1,176,28
14,1,0,1,23,29
14,1,0,1,119,30
14,3,0,1,174,31
14,4,1,1,32,32
14,4,1,1,146,33
14,1,1,0,62,34
14,3,0,1,56,35
14,2,0,1,64,36
14,1,1,1,89,37
14,2,0,0,58,38
14,4,1,1,43,39
14,3,0,1,29,40
14,4,1,1,147,41
14,1,1,0,72,42
14,2,0,0,107,43
14,3,0,1,99,44
14,1,0,0,123,45
14,3,0,1,86,46
14,4,1,1,44,47
14,2,1,1,74,48
14,4,1,1,59,49
14,2,0,1,11,50
14,4,1,1,25,51
14,1,0,0,191,52
14,1,0,1,2,53
14,2,0,1,167,54
14,3,0,1,13,55
14,3,0,1,28,56
14,1,0,1,187,57
14,1,1,1,60,58
14,4,0,1,85,59
14,3,0,0,137,60
14,2,0,1,103,61
14,4,1,0,79,62
14,2,0,0,126,63
14,3,1,1,16,64
14,2,0,1,3,65
14,3,0,1,166,66
14,4,1,1,155,67
14,2,1,1,1,68
14,3,1,1,14,69
14,4,0,1,19,70
14,1,0,0,110,71
14,1,1,1,8,72
14,3,1,1,139,73
14,1,0,0,102,74
14,3,0,1,129,75
14,2,0,1,6,76
14,1,0,0,153,77
14,4,0,0,141,78
14,4,1,1,189,79
14,2,1,1,104,80
14,3,0,0,159,81
14,4,1,1,73,82
14,4,0,1,184,83
14,3,1,1,50,84
14,2,1,1,112,85
14,2,0,1,96,86
14,1,0,0,40,87
14,1,0,1,143,88
14,2,1,1,37,89
14,4,1,1,68,90
14,4,1,1,181,91
14,2,0,0,81,92
14,1,1,1,88,93
14,3,0,1,80,94
14,3,0,1,162,95
14,1,0,1,128,96
15,1,0,1,186,1
15,3,0,1,179,2
15,3,1,1,172,3
15,4,0,1,33,4
15,2,1,1,124,5
15,4,1,1,192,6
15,2,1,1,69,7
15,1,0,0,111,8
15,4,1,1,157,9
15,3,1,1,170,10
15,1,1,0,125,11
15,2,1,1,30,12
15,1,0,0,188,13
15,2,1,1,100,14
15,4,0,1,133,15
15,3,0,1,177,16
15,4,1,0,163,17
15,3,1,1,7,18
15,2,1,1,151,19
15,1,0,0,154,20
15,2,1,1,122,21
15,3,0,0,53,22
15,1,1,1,131,23
15,4,1,1,145,24
15,3,1,1,23,25
15,4,0,0,161,26
15,3,0,0,119,27
15,4,1,1,15,28
15,1,0,1,174,29
15,1,1,0,176,30
15,2,1,1,97,31
15,2,1,1,32,32
15,4,1,1,58,33
15,2,1,1,43,34
15,1,0,1,29,35
15,4,1,1,64,36
15,1,0,1,56,37
15,3,0,1,62,38
15,3,1,1,89,39
15,2,0,0,146,40
15,4,1,0,107,41
15,1,1,1,99,42
15,3,1,1,72,43
15,4,1,1,74,44
15,1,0,0,86,45
15,2,0,1,44,46
15,3,0,0,123,47
15,2,0,1,147,48
15,3,1,1,191,49
15,2,0,0,59,50
15,4,1,1,167,51
15,1,1,1,28,52
15,3,0,1,2,53
15,4,0,1,11,54
15,2,1,1,25,55
15,1,0,0,13,56
15,2,0,1,85,57
15,3,0,0,187,58
15,4,1,1,126,59
15,2,1,1,79,60
15,1,0,0,137,61
15,1,1,0,16,62
15,4,1,1,103,63
15,3,0,1,60,64
15,1,1,1,166,65
15,4,0,1,3,66
15,1,0,1,14,67
15,4,1,1,1,68
15,3,0,0,110,69
15,2,0,0,155,70
15,3,1,1,8,71
15,2,1,1,19,72
15,3,0,0,102,73
15,4,0,0,6,74
15,4,1,1,104,75
15,2,0,0,141,76
15,1,0,0,129,77
15,2,0,1,189,78
15,1,0,0,139,79
15,3,1,1,153,80
15,3,0,0,40,81
15,2,0,1,73,82
15,3,0,1,143,83
15,2,0,1,184,84
15,4,1,1,96,85
15,1,1,1,50,86
15,4,1,1,112,87
15,1,0,0,159,88
15,1,0,0,80,89
15,2,1,1,181,90
15,3,0,1,88,91
15,4,1,1,37,92
15,2,1,1,68,93
15,4,0,1,81,94
15,1,0,0,162,95
15,3,0,1,128,96
16,3,0,1,111,1
16,2,1,0,192,2
16,1,0,0,172,3
16,4,1,0,69,4
16,1,0,1,179,5
16,3,0,0,186,6
16,4,0,0,124,7
16,2,0,0,33,8
16,4,1,1,30,9
16,3,1,1,188,10
16,3,1,0,125,11
16,4,1,1,100,12
16,2,0,0,133,13
16,1,0,0,170,14
16,1,0,0,177,15
16,2,1,1,157,16
16,4,1,1,122,17
16,3,0,1,154,18
16,3,0,0,131,19
16,1,0,1,53,20
16,4,1,1,151,21
16,1,0,1,7,22
16,2,1,0,163,23
16,2,0,0,145,24
16,1,0,0,119,25
16,3,0,0,174,26
16,3,1,1,176,27
16,4,1,1,97,28
16,2,0,0,161,29
16,2,1,1,15,30
16,1,0,1,23,31
16,4,1,1,32,32
16,4,0,0,146,33
16,2,0,1,64,34
16,2,0,0,58,35
16,3,0,0,56,36
16,1,0,1,62,37
16,3,1,0,29,38
16,1,1,0,89,39
16,4,1,1,43,40
16,4,0,0,147,41
16,2,1,1,74,42
16,1,0,1,72,43
16,4,0,1,44,44
16,2,0,0,107,45
16,3,0,0,86,46
16,3,0,0,99,47
16,1,0,0,123,48
16,2,0,1,167,49
16,2,0,1,11,50
16,4,0,1,59,51
16,3,0,1,28,52
16,3,1,0,13,53
16,1,0,1,191,54
16,1,0,0,2,55
16,4,1,1,25,56
16,3,0,0,137,57
16,2,0,0,103,58
16,1,0,1,60,59
16,4,1,0,79,60
16,4,0,0,85,61
16,1,0,0,187,62
16,2,0,1,126,63
16,3,1,1,16,64
16,1,0,1,110,65
16,3,0,1,14,66
16,2,0,0,3,67
16,4,0,1,155,68
16,2,0,0,1,69
16,1,0,0,8,70
16,3,0,1,166,71
16,4,0,1,19,72
16,2,1,1,104,73
16,4,0,1,189,74
16,3,1,1,129,75
16,2,0,1,6,76
16,3,0,1,139,77
16,1,0,1,153,78
16,1,0,1,102,79
16,4,0,0,141,80
16,1,0,1,143,81
16,2,1,1,96,82
16,3,1,1,50,83
16,2,1,1,112,84
16,1,0,1,40,85
16,4,0,0,73,86
16,4,0,1,184,87
16,3,0,1,159,88
16,2,1,1,81,89
16,4,1,1,68,90
16,3,0,0,80,91
16,1,0,1,88,92
16,2,1,1,37,93
16,1,0,1,128,94
16,3,0,1,162,95
16,4,1,1,181,96
17,3,0,0,33,1
17,1,0,1,124,2
17,4,0,0,186,3
17,1,0,1,69,4
17,2,0,0,179,5
17,4,0,1,111,6
17,2,0,0,172,7
17,3,1,1,192,8
17,3,1,1,133,9
17,4,1,1,188,10
17,1,1,0,100,11
17,3,0,1,157,12
17,1,0,1,30,13
17,2,0,1,170,14
17,2,1,1,177,15
17,4,0,1,125,16
17,2,0,0,7,17
17,2,0,1,53,18
17,4,0,1,154,19
17,1,0,1,122,20
17,3,0,0,145,21
17,3,0,1,163,22
17,1,0,1,151,23
17,4,1,1,131,24
17,4,1,1,176,25
17,1,0,1,32,26
17,3,0,0,15,27
17,3,0,1,161,28
17,2,1,1,119,29
17,1,1,0,97,30
17,2,0,1,23,31
17,4,0,0,174,32
17,4,0,0,56,33
17,4,0,1,29,34
17,3,1,0,58,35
17,2,0,0,62,36
17,1,0,0,43,37
17,1,0,1,146,38
17,3,0,1,64,39
17,2,1,1,89,40
17,3,0,1,107,41
17,1,0,1,147,42
17,3,1,1,74,43
17,4,1,1,99,44
17,2,1,1,123,45
17,2,0,0,72,46
17,1,0,0,44,47
17,4,0,0,86,48
17,3,0,0,11,49
17,3,0,0,167,50
17,1,0,0,25,51
17,4,0,1,13,52
17,1,0,1,59,53
17,2,0,1,2,54
17,4,0,0,28,55
17,2,0,1,191,56
17,1,0,1,85,57
17,3,1,1,103,58
17,2,1,1,60,59
17,2,1,1,187,60
17,4,0,0,137,61
17,4,1,1,16,62
17,3,0,0,126,63
17,1,1,0,79,64
17,2,0,1,8,65
17,4,0,1,166,66
17,2,0,0,110,67
17,1,0,1,19,68
17,1,0,0,155,69
17,3,0,0,3,70
17,3,0,0,1,71
17,4,0,0,14,72
17,2,0,1,102,73
17,4,0,1,139,74
17,3,0,1,104,75
17,3,0,0,6,76
17,2,0,0,153,77
17,1,0,1,141,78
17,4,0,0,129,79
17,1,0,1,189,80
17,4,0,1,159,81
17,3,1,1,112,82
17,1,0,0,184,83
17,4,0,1,50,84
17,3,0,0,96,85
17,2,0,0,40,86
17,2,0,1,143,87
17,1,0,0,73,88
17,3,0,0,81,89
17,4,0,1,80,90
17,2,1,1,88,91
17,1,0,0,181,92
17,1,0,1,68,93
17,2,0,0,128,94
17,4,0,0,162,95
17,3,1,1,37,96
18,1,0,0,186,1
18,3,0,1,179,2
18,2,0,1,124,3
18,2,1,1,69,4
18,1,0,1,111,5
18,3,0,1,172,6
18,4,0,0,33,7
18,4,1,1,192,8
18,4,1,1,133,9
18,3,0,0,177,10
18,2,1,1,100,11
18,1,0,1,125,12
18,1,0,1,188,13
18,4,0,1,157,14
18,3,1,1,170,15
18,2,0,1,30,16
18,3,0,0,7,17
18,1,0,1,131,18
18,2,0,0,151,19
18,3,0,1,53,20
18,1,0,1,154,21
18,4,0,1,163,22
18,4,0,1,145,23
18,2,0,0,122,24
18,4,0,1,161,25
18,1,0,1,176,26
18,4,0,1,15,27
18,3,0,0,23,28
18,2,1,1,97,29
18,1,0,0,174,30
18,2,1,1,32,31
18,3,0,1,119,32
18,4,0,1,64,33
18,3,0,1,62,34
18,2,1,1,43,35
18,1,0,0,29,36
18,1,0,0,56,37
18,4,0,0,58,38
18,2,0,1,146,39
18,3,1,1,89,40
18,1,0,0,99,41
18,4,1,1,74,42
18,2,0,1,44,43
18,1,0,1,86,44
18,3,0,1,123,45
18,2,0,0,147,46
18,4,0,0,107,47
18,3,1,1,72,48
18,4,1,0,167,49
18,2,0,0,59,50
18,2,1,1,25,51
18,3,1,1,191,52
18,3,0,1,2,53
18,4,1,1,11,54
18,1,1,1,13,55
18,1,0,0,28,56
18,4,1,1,126,57
18,1,1,0,16,58
18,1,0,1,137,59
18,2,0,1,85,60
18,3,0,1,60,61
18,3,0,1,187,62
18,2,1,1,79,63
18,4,0,1,103,64
18,3,0,0,110,65
18,4,0,1,3,66
18,1,0,1,166,67
18,1,0,0,14,68
18,2,1,1,19,69
18,3,0,1,8,70
18,2,0,0,155,71
18,4,1,1,1,72
18,2,1,1,189,73
18,3,0,0,153,74
18,1,0,1,129,75
18,1,0,0,139,76
18,4,1,1,6,77
18,4,1,1,104,78
18,3,0,1,102,79
18,2,1,1,141,80
18,1,1,0,50,81
18,4,1,1,112,82
18,2,0,1,73,83
18,3,0,0,40,84
18,4,1,1,96,85
18,2,0,1,184,86
18,1,0,1,159,87
18,3,0,1,143,88
18,2,1,1,181,89
18,3,0,1,88,90
18,2,1,1,68,91
18,1,0,1,162,92
18,4,1,1,81,93
18,4,1,1,37,94
18,3,0,0,128,95
18,1,0,1,80,96
19,3,1,1,69,1
19,2,0,1,186,2
19,4,0,1,179,3
19,4,0,1,172,4
19,2,0,1,111,5
19,1,1,1,192,6
19,1,1,0,33,7
19,3,0,0,124,8
19,3,1,1,100,9
19,1,1,0,157,10
19,3,1,1,30,11
19,4,0,1,177,12
19,1,0,0,133,13
19,2,0,0,188,14
19,4,1,1,170,15
19,2,1,1,125,16
19,2,0,1,154,17
19,3,1,1,151,18
19,1,0,0,163,19
19,3,1,1,122,20
19,2,1,1,131,21
19,4,0,0,53,22
19,1,0,0,145,23
19,4,1,1,7,24
19,1,0,1,161,25
19,1,0,1,15,26
19,3,1,1,97,27
19,2,0,1,174,28
19,3,1,1,32,29
19,2,1,1,176,30
19,4,1,1,119,31
19,4,0,1,23,32
19,4,0,1,62,33
19,3,0,1,43,34
19,1,0,1,58,35
19,4,1,1,89,36
19,2,0,1,56,37
19,1,0,1,64,38
19,2,0,1,29,39
19,3,0,0,146,40
19,2,0,1,99,41
19,3,0,1,147,42
19,1,0,1,107,43
19,2,0,0,86,44
19,4,0,1,123,45
19,4,0,1,72,46
19,3,0,1,44,47
19,1,1,0,74,48
19,2,1,1,13,49
19,1,0,1,11,50
19,3,0,0,59,51
19,2,1,1,28,52
19,4,0,0,191,53
19,3,1,1,25,54
19,1,0,0,167,55
19,4,1,1,2,56
19,1,1,0,103,57
19,3,0,0,85,58
19,4,0,1,60,59
19,2,0,0,137,60
19,4,1,1,187,61
19,2,1,1,16,62
19,1,0,0,126,63
19,3,1,0,79,64
19,3,0,1,155,65
19,2,0,1,166,66
19,1,0,0,3,67
19,3,0,1,19,68
19,2,0,1,14,69
19,4,0,0,110,70
19,4,1,1,8,71
19,1,0,0,1,72
19,3,0,1,189,73
19,4,0,0,153,74
19,2,0,1,129,75
19,1,0,1,6,76
19,2,0,1,139,77
19,1,0,1,104,78
19,3,0,1,141,79
19,4,0,1,102,80
19,3,0,1,73,81
19,1,1,1,112,82
19,1,1,1,96,83
19,2,1,1,50,84
19,4,0,0,40,85
19,2,1,1,159,86
19,4,0,1,143,87
19,3,0,1,184,88
19,3,1,1,68,89
19,4,0,0,128,90
19,1,1,0,37,91
19,2,0,0,80,92
19,4,0,1,88,93
19,2,0,0,162,94
19,1,0,0,81,95
19,3,0,1,181,96
20,1,0,0,172,1
20,4,1,1,124,2
20,4,1,0,69,3
20,2,1,1,192,4
20,2,0,1,33,5
20,3,0,0,111,6
20,1,0,0,179,7
20,3,0,0,186,8
20,3,1,1,188,9
20,4,1,1,30,10
20,2,1,1,157,11
20,3,0,0,125,12
20,1,0,1,170,13
20,2,0,1,133,14
20,1,0,0,177,15
20,4,0,0,100,16
20,4,0,0,122,17
20,4,1,1,151,18
20,2,1,1,145,19
20,1,1,1,7,20
20,1,0,0,53,21
20,3,1,0,131,22
20,3,1,1,154,23
20,2,1,1,163,24
20,4,0,1,32,25
20,1,0,0,119,26
20,4,1,1,97,27
20,2,1,0,15,28
20,3,0,0,174,29
20,2,0,1,161,30
20,1,0,1,23,31
20,3,1,1,176,32
20,2,0,0,64,33
20,4,0,0,43,34
20,2,1,1,58,35
20,3,0,0,29,36
20,1,0,0,89,37
20,3,0,0,56,38
20,4,0,1,146,39
20,1,1,1,62,40
20,4,1,1,44,41
20,3,0,0,86,42
20,3,1,0,99,43
20,2,1,0,107,44
20,1,0,0,123,45
20,2,1,1,74,46
20,4,1,1,147,47
20,1,0,0,72,48
20,4,0,0,59,49
20,1,1,0,191,50
20,4,1,1,25,51
20,3,0,0,28,52
20,1,0,0,2,53
20,2,0,0,167,54
20,2,0,1,11,55
20,3,1,1,13,56
20,1,0,1,187,57
20,3,0,1,137,58
20,2,0,1,126,59
20,3,0,0,16,60
20,4,0,0,85,61
20,4,1,1,79,62
20,1,0,1,60,63
20,2,1,0,103,64
20,1,0,0,110,65
20,4,0,1,155,66
20,1,1,1,8,67
20,4,0,1,19,68
20,3,0,1,166,69
20,3,0,0,14,70
20,2,0,0,3,71
20,2,0,1,1,72
20,4,0,1,189,73
20,2,0,0,6,74
20,3,1,0,139,75
20,1,0,1,153,76
20,3,0,1,129,77
20,2,1,0,104,78
20,1,0,0,102,79
20,4,1,0,141,80
20,2,1,1,112,81
20,4,0,0,73,82
20,1,0,0,143,83
20,4,0,1,184,84
20,1,0,1,40,85
20,2,0,1,96,86
20,3,1,1,50,87
20,3,0,1,159,88
20,4,1,1,68,89
20,4,1,0,181,90
20,1,0,0,88,91
20,1,0,1,128,92
20,3,0,0,162,93
20,2,1,1,37,94
20,3,0,0,80,95
20,2,1,1,81,96
