subject,condition,studyResp,named,afc,whichItem,trial
5,2,3,0,1,49,178
5,4,3,1,0,20,179
5,1,99999,0,1,56,180
5,2,3,0,0,135,181
5,2,3,1,1,32,182
5,3,2,0,1,143,183
5,1,99999,0,1,87,184
5,2,3,0,1,77,185
5,4,3,0,0,171,186
5,4,2,1,1,156,187
5,4,3,1,1,131,188
5,4,3,0,1,129,189
5,2,3,1,1,81,190
5,4,2,0,1,93,191
5,2,2,0,0,10,192
5,3,1,0,0,111,193
5,1,99999,1,1,68,194
5,4,3,1,1,27,195
5,1,99999,0,0,141,196
5,3,0,0,1,107,197
5,1,99999,0,1,104,198
5,2,3,0,1,67,199
5,4,3,0,0,197,200
6,4,3,0,0,185,1
6,4,2,0,0,6,2
6,1,99999,1,1,157,3
6,3,0,0,0,149,4
6,2,3,0,1,82,5
6,3,0,0,1,147,6
6,3,1,0,1,56,7
6,4,3,0,1,102,8
6,2,3,0,0,11,9
6,1,99999,0,0,42,10
6,4,3,1,1,176,11
6,3,1,1,1,137,12
6,4,3,1,1,34,13
6,2,3,0,1,70,14
6,3,2,0,0,142,15
6,4,3,0,0,191,16
6,2,3,1,1,26,17
6,4,3,0,0,43,18
6,4,0,0,1,165,19
6,2,3,0,0,110,20
6,1,99999,1,1,117,21
6,2,3,1,1,74,22
6,3,1,0,1,31,23
6,1,99999,0,1,68,24
6,1,99999,0,1,182,25
6,4,3,0,0,134,26
6,1,99999,0,1,51,27
6,1,99999,0,0,108,28
6,4,3,1,1,98,29
6,3,1,0,1,3,30
6,3,1,1,1,126,31
6,1,99999,1,1,16,32
6,1,99999,0,1,143,33
6,1,99999,0,1,101,34
6,2,3,0,1,2,35
6,1,99999,1,1,81,36
6,4,3,1,1,60,37
6,3,1,1,1,115,38
6,3,1,1,1,89,39
6,3,1,0,1,189,40
6,1,99999,0,1,62,41
6,2,3,1,1,179,42
6,1,99999,0,1,91,43
6,4,3,1,1,140,44
6,4,3,0,1,53,45
6,4,3,0,0,145,46
6,2,3,0,1,163,47
6,2,3,0,0,80,48
6,4,3,0,1,20,49
6,2,3,1,1,144,50
6,4,3,0,0,152,51
6,2,3,1,1,175,52
6,1,99999,0,0,59,53
6,1,99999,1,1,57,54
6,3,2,0,1,128,55
6,1,99999,0,1,120,56
6,1,99999,0,1,186,57
6,3,1,0,1,28,58
6,3,2,1,1,90,59
6,3,1,0,0,167,60
6,2,3,1,1,48,61
6,4,3,1,1,151,62
6,2,3,0,1,66,63
6,2,3,0,1,22,64
6,2,3,0,1,45,65
6,3,1,1,1,112,66
6,3,2,0,1,38,67
6,3,1,0,1,87,68
6,1,99999,0,1,17,69
6,2,2,0,0,150,70
6,4,2,0,1,105,71
6,2,3,0,1,133,72
6,4,3,1,1,92,73
6,3,0,1,1,195,74
6,4,2,1,1,109,75
6,2,3,0,1,73,76
6,3,0,1,1,192,77
6,2,3,0,1,132,78
6,4,3,0,1,27,79
6,1,99999,0,1,39,80
6,4,3,1,1,79,81
6,2,3,1,1,180,82
6,3,2,0,1,118,83
6,1,99999,1,1,114,84
6,4,3,0,0,1,85
6,3,0,1,1,138,86
6,2,3,1,1,97,87
6,1,99999,0,1,99,88
6,1,99999,1,1,5,89
6,1,99999,0,0,76,90
6,4,3,0,1,85,91
6,4,3,1,1,7,92
6,3,0,0,1,135,93
6,3,1,1,1,116,94
6,4,3,0,1,65,95
6,4,3,1,1,123,96
6,3,0,0,0,194,97
6,1,99999,0,1,169,98
6,2,3,0,1,119,99
6,1,99999,0,1,94,100
6,4,2,0,1,130,101
6,3,1,0,1,44,102
6,4,3,1,1,161,103
6,2,3,1,1,21,104
6,2,3,0,1,4,105
6,1,99999,0,1,64,106
6,2,3,0,1,67,107
6,1,99999,0,1,187,108
6,3,0,0,1,88,109
6,1,99999,0,1,107,110
6,3,2,1,1,13,111
6,4,3,0,0,47,112
6,1,99999,1,1,125,113
6,4,3,0,1,52,114
6,4,3,1,1,148,115
6,2,3,0,1,106,116
6,2,3,0,0,168,117
6,1,99999,1,1,104,118
6,3,0,0,1,193,119
6,2,3,1,1,30,120
6,3,0,0,1,172,121
6,2,3,0,0,162,122
6,4,2,0,1,93,123
6,4,3,1,1,69,124
6,2,3,0,0,190,125
6,2,3,0,1,183,126
6,1,99999,0,1,15,127
6,2,3,1,1,12,128
6,1,99999,0,1,24,129
6,3,2,0,1,14,130
6,1,99999,1,1,10,131
6,3,3,0,1,154,132
6,4,3,0,1,29,133
6,4,3,1,1,122,134
6,2,3,1,1,95,135
6,3,0,0,1,153,136
6,3,0,0,1,46,137
6,4,3,0,1,8,138
6,2,3,0,1,83,139
6,4,3,1,1,121,140
6,2,3,1,1,129,141
6,2,3,0,1,71,142
6,4,3,1,1,136,143
6,3,2,0,1,58,144
6,3,1,0,0,40,145
6,1,99999,0,1,49,146
6,3,3,1,1,170,147
6,3,0,0,0,146,148
6,4,3,0,1,184,149
6,1,99999,0,1,171,150
6,3,2,1,1,37,151
6,4,3,1,1,25,152
6,2,3,1,1,96,153
6,2,3,0,0,197,154
6,2,3,0,0,155,155
6,2,3,0,1,63,156
6,2,3,0,1,124,157
6,3,1,0,1,174,158
6,1,99999,0,0,18,159
6,4,3,0,0,55,160
6,4,3,1,1,35,161
6,3,1,0,1,199,162
6,1,99999,0,1,75,163
6,1,99999,0,1,72,164
6,4,3,0,1,178,165
6,3,1,1,1,32,166
6,3,1,0,0,198,167
6,4,3,0,1,158,168
6,1,99999,1,1,78,169
6,1,99999,0,1,160,170
6,1,99999,0,1,173,171
6,2,3,0,1,159,172
6,3,1,0,1,36,173
6,1,99999,1,1,177,174
6,4,3,1,1,188,175
6,4,3,1,1,196,176
6,3,1,0,1,77,177
6,2,3,1,1,139,178
6,1,99999,1,1,61,179
6,1,99999,1,1,181,180
6,2,3,1,1,100,181
6,1,99999,1,1,131,182
6,1,99999,0,1,19,183
6,3,1,1,1,41,184
6,4,3,1,1,23,185
6,2,NaN,0,0,141,186
6,3,2,0,0,113,187
6,2,3,1,1,164,188
6,2,3,1,1,103,189
6,3,1,1,1,33,190
6,2,3,0,0,9,191
6,2,3,0,0,111,192
6,1,99999,0,1,86,193
6,1,99999,1,1,127,194
6,4,3,0,1,54,195
6,3,1,1,1,156,196
6,4,3,1,1,166,197
6,1,99999,0,1,50,198
6,1,99999,1,1,84,199
6,3,1,0,0,200,200
7,3,0,0,1,199,1
7,2,3,0,0,166,2
7,2,3,0,1,53,3
7,3,3,1,1,34,4
7,3,2,1,1,121,5
7,3,2,0,1,72,6
7,3,2,1,1,186,7
7,4,3,0,1,161,8
7,4,3,1,1,49,9
7,2,3,1,1,81,10
7,2,3,0,1,178,11
7,2,NaN,0,0,155,12
7,1,99999,0,1,126,13
7,3,3,0,0,90,14
7,1,99999,0,1,143,15
7,2,3,1,1,25,16
7,1,99999,1,1,138,17
7,4,3,1,0,30,18
7,3,2,0,1,43,19
7,4,2,0,1,127,20
7,1,99999,0,1,200,21
7,2,3,0,1,52,22
7,4,3,0,1,58,23
7,2,3,1,1,55,24
7,4,3,1,1,82,25
7,1,99999,0,0,190,26
7,1,99999,0,1,11,27
7,2,NaN,0,1,154,28
7,2,3,0,1,73,29
7,4,2,0,0,197,30
7,2,3,0,1,84,31
7,4,3,0,0,191,32
7,4,3,1,1,67,33
7,2,3,0,1,29,34
7,1,99999,0,1,123,35
7,4,3,0,1,91,36
7,2,NaN,1,1,79,37
7,3,1,1,1,12,38
7,1,99999,0,0,42,39
7,3,3,1,0,97,40
7,2,3,1,0,15,41
7,3,3,0,0,172,42
7,4,3,1,0,3,43
7,1,99999,1,1,124,44
7,1,99999,0,1,93,45
7,4,3,0,0,39,46
7,2,3,1,1,88,47
7,3,2,0,1,10,48
7,2,3,1,1,89,49
7,2,NaN,0,0,185,50
7,4,3,0,1,9,51
7,2,3,1,1,179,52
7,3,2,0,0,198,53
7,2,3,0,1,120,54
7,3,2,1,1,129,55
7,1,99999,0,1,141,56
7,1,99999,0,1,83,57
7,4,3,0,0,149,58
7,4,3,1,0,96,59
7,1,99999,1,1,157,60
7,4,3,1,1,131,61
7,2,3,0,1,36,62
7,1,99999,1,1,13,63
7,2,3,1,1,189,64
7,4,2,1,1,125,65
7,4,3,0,1,159,66
7,1,99999,1,1,153,67
7,1,99999,0,1,119,68
7,3,3,0,0,20,69
7,1,99999,1,1,23,70
7,3,2,0,0,17,71
7,2,3,0,1,184,72
7,4,3,0,1,64,73
7,1,99999,0,1,137,74
7,3,3,0,1,107,75
7,2,3,0,0,94,76
7,1,99999,0,0,151,77
7,2,3,1,1,69,78
7,1,99999,0,0,22,79
7,3,3,1,1,16,80
7,4,3,0,1,65,81
7,1,99999,1,0,194,82
7,1,99999,1,1,101,83
7,3,2,0,1,174,84
7,4,3,0,0,183,85
7,2,3,0,0,122,86
7,4,3,0,0,76,87
7,2,NaN,1,1,99,88
7,4,3,0,1,46,89
7,1,99999,0,1,63,90
7,4,3,1,1,156,91
7,3,3,1,1,35,92
7,3,3,1,1,71,93
7,1,99999,0,0,6,94
7,3,2,0,1,109,95
7,2,3,0,1,19,96
7,2,3,0,0,168,97
7,1,99999,0,1,117,98
7,3,2,0,1,158,99
7,1,99999,1,1,165,100
7,4,3,1,1,38,101
7,1,99999,0,1,173,102
7,2,3,0,0,139,103
7,1,99999,0,1,45,104
7,1,99999,1,1,98,105
7,4,3,0,1,130,106
7,3,3,1,1,48,107
7,3,3,1,1,116,108
7,3,3,1,1,31,109
7,3,2,0,1,171,110
7,3,3,0,1,18,111
7,2,3,1,1,5,112
7,1,99999,0,1,163,113
7,4,3,1,1,140,114
7,2,3,1,1,187,115
7,3,2,0,1,68,116
7,1,99999,0,1,105,117
7,1,99999,0,1,80,118
7,1,99999,0,1,87,119
7,2,3,0,0,132,120
7,2,3,0,1,24,121
7,2,3,1,1,175,122
7,4,3,1,1,32,123
7,2,NaN,0,1,77,124
7,2,3,0,1,135,125
7,3,2,1,1,21,126
7,3,3,0,0,1,127
7,1,99999,1,1,196,128
7,2,3,0,1,75,129
7,3,2,0,0,152,130
7,4,3,1,1,100,131
7,2,3,0,1,27,132
7,3,3,1,1,112,133
7,4,3,0,0,145,134
7,3,2,0,0,134,135
7,2,3,0,0,44,136
7,1,99999,0,1,14,137
7,3,2,1,1,26,138
7,2,3,0,1,41,139
7,3,2,0,1,115,140
7,4,3,0,1,85,141
7,4,3,0,1,182,142
7,1,99999,0,1,144,143
7,1,99999,0,1,150,144
7,3,3,0,0,110,145
7,4,3,1,1,177,146
7,3,2,0,1,28,147
7,4,3,0,0,33,148
7,3,2,0,1,102,149
7,1,99999,0,1,188,150
7,2,3,0,1,4,151
7,1,99999,0,1,86,152
7,4,3,1,1,62,153
7,3,3,0,1,66,154
7,1,99999,0,0,113,155
7,3,3,1,1,181,156
7,2,3,0,0,70,157
7,3,2,1,1,195,158
7,1,99999,1,1,147,159
7,1,99999,1,1,104,160
7,1,99999,1,1,192,161
7,4,3,1,1,170,162
7,4,3,0,1,136,163
7,3,2,1,1,103,164
7,2,3,1,1,114,165
7,1,99999,1,1,7,166
7,4,3,1,1,133,167
7,3,1,1,0,61,168
7,4,3,0,0,2,169
7,2,3,0,0,167,170
7,4,3,1,1,164,171
7,4,3,0,0,8,172
7,4,3,0,1,95,173
7,1,99999,0,0,142,174
7,4,3,1,1,57,175
7,2,3,1,0,60,176
7,3,0,0,1,56,177
7,1,99999,1,1,176,178
7,2,3,0,0,193,179
7,3,2,0,1,162,180
7,1,99999,0,1,106,181
7,4,2,0,0,111,182
7,1,99999,1,1,74,183
7,4,3,0,0,128,184
7,3,3,0,0,54,185
7,4,2,0,0,108,186
7,2,3,0,1,51,187
7,2,NaN,1,1,92,188
7,2,3,0,1,180,189
7,3,2,1,0,148,190
7,4,2,1,1,146,191
7,3,2,0,0,40,192
7,2,3,0,1,118,193
7,4,2,0,1,160,194
7,1,99999,0,0,59,195
7,3,3,1,1,37,196
7,4,3,0,0,47,197
7,1,99999,0,1,169,198
7,4,3,1,1,50,199
7,3,2,1,1,78,200
8,1,99999,0,0,65,1
8,4,1,0,0,27,2
8,1,99999,1,0,89,3
8,1,99999,0,0,189,4
8,1,99999,0,0,13,5
8,3,0,0,0,186,6
8,2,3,0,1,41,7
8,4,3,0,1,64,8
8,1,99999,1,1,81,9
8,3,0,0,0,171,10
8,4,3,0,1,88,11
8,2,3,1,0,124,12
8,2,2,0,1,4,13
8,1,99999,0,1,178,14
8,2,3,0,0,193,15
8,1,99999,0,1,160,16
8,4,3,1,1,176,17
8,3,0,0,0,162,18
8,2,3,0,1,34,19
8,1,99999,0,0,66,20
8,3,0,1,1,79,21
8,2,3,1,1,35,22
8,3,0,0,1,127,23
8,3,0,1,1,192,24
8,2,3,0,0,195,25
8,1,99999,1,1,156,26
8,3,0,1,1,131,27
8,4,1,1,1,5,28
8,3,0,0,1,56,29
8,2,3,1,1,98,30
8,1,99999,0,1,45,31
8,3,0,0,0,135,32
8,1,99999,0,1,120,33
8,4,1,0,0,53,34
8,3,0,0,0,37,35
8,3,0,0,1,26,36
8,1,99999,0,0,47,37
8,3,0,0,1,14,38
8,1,99999,0,1,99,39
8,3,0,0,1,165,40
8,1,99999,1,1,69,41
8,3,0,0,0,102,42
8,4,1,0,0,21,43
8,1,99999,0,1,146,44
8,3,0,0,1,8,45
8,2,3,1,1,198,46
8,4,3,0,1,39,47
8,4,2,0,1,136,48
8,2,3,0,0,145,49
8,1,99999,0,1,9,50
8,3,0,0,0,199,51
8,2,3,0,1,179,52
8,2,3,0,1,121,53
8,3,0,1,1,74,54
8,2,3,0,0,59,55
8,1,99999,0,1,11,56
8,2,3,0,0,143,57
8,1,99999,0,0,110,58
8,4,3,1,1,54,59
8,4,2,0,0,118,60
8,1,99999,0,1,116,61
8,1,99999,0,1,113,62
8,4,3,1,0,170,63
8,2,3,0,1,115,64
8,4,3,0,1,119,65
8,3,0,0,1,75,66
8,4,1,0,1,85,67
8,4,2,0,0,67,68
8,3,0,0,0,103,69
8,3,0,0,1,60,70
8,2,3,0,1,167,71
8,4,2,0,0,61,72
8,4,3,0,0,168,73
8,3,0,0,0,70,74
8,4,1,1,1,175,75
8,2,3,0,0,23,76
8,1,99999,0,1,93,77
8,2,3,0,0,180,78
8,1,99999,0,0,111,79
8,3,0,0,1,46,80
8,1,99999,0,1,83,81
8,3,0,0,1,15,82
8,2,3,0,0,148,83
8,4,2,0,1,52,84
8,1,99999,0,1,182,85
8,3,1,0,1,107,86
8,3,0,0,1,104,87
8,4,3,0,1,95,88
8,3,0,0,0,87,89
8,3,0,0,1,174,90
8,2,3,0,1,43,91
8,2,2,0,1,163,92
8,4,3,1,1,200,93
8,4,2,0,0,190,94
8,1,99999,0,0,18,95
8,3,0,0,1,164,96
8,1,99999,0,0,94,97
8,3,0,1,1,114,98
8,1,99999,0,0,1,99
8,1,99999,1,1,97,100
8,4,1,0,1,100,101
8,2,3,0,0,155,102
8,4,3,1,1,62,103
8,2,3,1,1,7,104
8,4,1,1,1,32,105
8,1,99999,0,1,71,106
8,4,1,1,1,82,107
8,4,2,1,1,36,108
8,2,2,0,0,183,109
8,3,0,0,0,188,110
8,2,3,0,0,173,111
8,1,99999,0,1,68,112
8,1,99999,0,0,31,113
8,2,3,0,0,42,114
8,3,0,0,1,191,115
8,3,0,1,0,187,116
8,4,2,0,1,197,117
8,4,3,1,1,112,118
8,2,3,0,0,20,119
8,1,99999,0,1,130,120
8,1,99999,1,1,3,121
8,3,0,0,1,181,122
8,1,99999,1,1,50,123
8,2,3,0,0,40,124
8,2,3,0,0,30,125
8,1,99999,0,1,24,126
8,3,1,0,1,38,127
8,4,2,0,1,125,128
8,3,0,0,1,142,129
8,3,0,0,1,196,130
8,3,0,0,1,105,131
8,4,3,0,0,73,132
8,4,3,0,0,140,133
8,1,99999,0,0,78,134
8,4,1,1,1,138,135
8,4,3,1,1,12,136
8,1,99999,0,1,154,137
8,1,99999,0,0,6,138
8,3,0,0,0,108,139
8,1,99999,1,0,17,140
8,3,0,0,0,134,141
8,4,2,0,1,126,142
8,4,2,0,1,109,143
8,3,0,0,1,159,144
8,2,3,0,1,150,145
8,4,2,0,0,2,146
8,4,3,1,1,177,147
8,4,1,0,1,137,148
8,1,99999,0,1,144,149
8,2,3,1,1,101,150
8,3,0,0,0,194,151
8,1,99999,0,1,158,152
8,4,2,0,1,55,153
8,2,3,0,1,63,154
8,2,3,0,0,76,155
8,1,99999,0,1,84,156
8,1,99999,0,1,141,157
8,3,0,0,1,33,158
8,4,2,1,1,16,159
8,2,3,0,1,28,160
8,2,3,0,0,153,161
8,2,3,0,1,123,162
8,1,99999,0,1,152,163
8,3,0,1,1,25,164
8,3,0,0,0,58,165
8,2,3,1,0,48,166
8,2,3,0,1,157,167
8,1,99999,0,1,149,168
8,3,0,0,1,57,169
8,4,1,0,1,122,170
8,1,99999,0,1,106,171
8,4,2,0,1,80,172
8,4,3,0,1,117,173
8,4,3,1,1,22,174
8,3,0,0,0,169,175
8,4,3,0,1,10,176
8,4,3,0,1,129,177
8,3,0,0,0,172,178
8,2,3,0,1,184,179
8,2,3,1,1,44,180
8,2,3,1,1,92,181
8,4,2,0,1,96,182
8,2,3,0,1,29,183
8,3,0,0,0,132,184
8,2,3,0,1,166,185
8,2,3,0,1,90,186
8,3,0,1,1,77,187
8,2,2,0,0,185,188
8,1,99999,0,1,86,189
8,1,99999,0,0,147,190
8,2,3,0,1,72,191
8,2,3,0,0,91,192
8,2,3,0,1,19,193
8,1,99999,0,0,128,194
8,2,3,0,0,133,195
8,1,99999,0,1,49,196
8,3,0,0,1,161,197
8,4,3,0,1,51,198
8,2,3,1,0,151,199
8,4,2,0,1,139,200
9,2,3,0,1,77,1
9,2,3,0,1,70,2
9,4,2,0,0,169,3
9,2,3,0,1,181,4
9,4,3,0,1,126,5
9,4,2,1,1,65,6
9,4,3,1,1,122,7
9,1,99999,0,1,62,8
9,1,99999,0,0,104,9
9,3,2,1,0,161,10
9,2,3,1,1,71,11
9,1,99999,0,1,31,12
9,2,3,0,1,168,13
9,4,3,1,1,92,14
9,4,3,1,1,137,15
9,3,1,0,0,179,16
9,2,3,0,1,94,17
9,1,99999,0,1,198,18
9,4,3,1,1,12,19
9,3,2,0,1,11,20
9,1,99999,1,0,148,21
9,2,3,1,1,194,22
9,3,1,1,1,195,23
9,2,3,0,1,21,24
9,3,1,1,1,141,25
9,2,3,1,0,191,26
9,1,99999,0,1,43,27
9,1,99999,1,1,97,28
9,3,2,1,1,3,29
9,3,2,1,1,101,30
9,1,99999,0,0,49,31
9,4,2,0,0,159,32
9,4,3,1,1,188,33
9,4,3,0,1,85,34
9,3,1,0,1,120,35
9,2,3,0,1,1,36
9,1,99999,0,1,14,37
9,3,2,1,1,38,38
9,1,99999,1,1,98,39
9,1,99999,0,1,17,40
9,4,2,0,0,135,41
9,2,3,0,1,155,42
9,2,3,0,1,111,43
9,3,1,0,1,45,44
9,2,3,0,1,29,45
9,2,3,1,1,74,46
9,2,3,0,1,118,47
9,1,99999,1,1,30,48
9,2,3,1,1,25,49
9,1,99999,0,0,134,50
9,2,3,0,1,136,51
9,1,99999,0,0,88,52
9,1,99999,0,0,183,53
9,1,99999,0,1,145,54
9,1,99999,0,1,142,55
9,2,3,1,1,34,56
9,1,99999,0,0,115,57
9,3,1,0,0,162,58
9,4,2,0,1,36,59
9,4,2,0,0,153,60
9,4,3,1,0,10,61
9,3,2,1,1,170,62
9,4,3,0,0,180,63
9,4,3,0,1,171,64
9,2,3,0,0,40,65
9,2,3,0,0,79,66
9,2,3,1,1,157,67
9,4,2,0,0,139,68
9,1,99999,1,1,116,69
9,4,3,1,1,81,70
9,2,3,0,1,67,71
9,3,2,1,1,129,72
9,1,99999,0,1,199,73
9,1,99999,0,0,197,74
9,3,2,1,1,55,75
9,2,3,1,1,119,76
9,4,3,1,1,200,77
9,4,3,1,1,100,78
9,3,1,0,1,175,79
9,2,3,0,1,99,80
9,2,3,0,1,128,81
9,2,3,0,0,152,82
9,2,3,0,1,73,83
9,3,2,0,1,28,84
9,3,3,0,1,64,85
9,3,1,0,1,60,86
9,1,99999,0,1,56,87
9,1,99999,1,1,2,88
9,4,3,0,1,54,89
9,2,3,1,1,121,90
9,1,99999,0,1,52,91
9,3,1,0,1,109,92
9,3,2,0,1,143,93
9,3,1,1,1,196,94
9,1,99999,1,0,48,95
9,1,99999,0,0,185,96
9,4,3,0,1,190,97
9,3,1,0,1,144,98
9,4,3,0,1,33,99
9,1,99999,0,0,83,100
9,4,2,0,1,75,101
9,3,1,1,1,112,102
9,4,1,0,1,189,103
9,2,3,1,1,124,104
9,4,3,0,0,47,105
9,1,99999,0,1,132,106
9,4,2,1,1,156,107
9,3,1,1,1,68,108
9,1,99999,0,0,61,109
9,4,3,1,1,84,110
9,3,2,0,1,58,111
9,1,99999,0,1,186,112
9,1,99999,1,1,13,113
9,4,2,1,1,158,114
9,1,99999,0,0,51,115
9,2,3,0,1,63,116
9,1,99999,0,0,87,117
9,2,3,0,1,117,118
9,3,1,0,1,66,119
9,3,2,0,1,172,120
9,3,1,0,1,127,121
9,3,1,0,0,160,122
9,4,3,1,1,32,123
9,2,3,1,1,140,124
9,2,3,0,1,80,125
9,1,99999,1,1,167,126
9,3,2,0,0,86,127
9,1,99999,1,1,114,128
9,4,3,1,1,82,129
9,2,3,1,1,50,130
9,1,99999,0,1,113,131
9,1,99999,0,1,76,132
9,4,2,0,1,154,133
9,1,99999,0,0,110,134
9,3,1,0,1,182,135
9,4,3,1,1,131,136
9,3,1,0,1,16,137
9,4,3,0,1,44,138
9,4,3,0,1,8,139
9,2,3,0,0,42,140
9,1,99999,1,1,89,141
9,2,3,1,1,133,142
9,2,3,1,0,151,143
9,1,99999,1,1,192,144
9,3,0,0,1,130,145
9,1,99999,0,0,39,146
9,3,2,1,1,103,147
9,4,2,1,1,57,148
9,2,3,1,1,138,149
9,4,3,1,1,23,150
9,4,3,0,1,163,151
9,4,3,1,1,27,152
9,2,3,0,1,90,153
9,4,2,1,1,146,154
9,3,0,0,0,6,155
9,2,3,1,1,37,156
9,2,3,1,1,41,157
9,3,2,0,1,46,158
9,3,1,0,1,78,159
9,4,2,0,0,91,160
9,1,99999,0,0,24,161
9,3,1,0,1,18,162
9,4,3,0,0,187,163
9,3,1,1,1,19,164
9,2,3,0,1,178,165
9,3,1,1,1,96,166
9,3,1,0,1,149,167
9,3,2,0,1,4,168
9,2,3,1,1,69,169
9,2,3,1,0,20,170
9,1,99999,0,1,106,171
9,4,2,1,1,7,172
9,2,3,0,1,193,173
9,2,3,0,1,184,174
9,4,3,0,0,59,175
9,2,3,1,1,102,176
9,4,2,0,0,108,177
9,1,99999,0,0,95,178
9,3,1,1,1,72,179
9,2,3,1,1,5,180
9,1,99999,1,1,35,181
9,3,1,1,1,177,182
9,4,3,0,0,26,183
9,1,99999,0,1,173,184
9,1,99999,0,1,147,185
9,3,1,0,1,107,186
9,4,3,0,1,22,187
9,1,99999,0,0,93,188
9,2,3,0,0,9,189
9,3,1,0,1,15,190
9,3,1,0,1,123,191
9,2,3,1,1,164,192
9,3,2,1,1,125,193
9,4,2,0,0,53,194
9,4,3,0,1,166,195
9,3,2,0,0,105,196
9,4,2,0,1,174,197
9,1,99999,1,1,165,198
9,1,99999,1,1,176,199
9,3,2,0,0,150,200
10,2,3,1,1,35,1
10,4,3,1,1,3,2
10,1,99999,1,1,164,3
10,3,1,0,1,108,4
10,1,99999,1,1,122,5
10,1,99999,0,0,111,6
10,2,3,0,1,129,7
10,3,1,0,0,120,8
10,4,3,1,1,113,9
10,1,99999,0,0,1,10
10,1,99999,0,1,5,11
10,2,3,0,1,118,12
10,3,2,1,1,181,13
10,4,3,0,1,57,14
10,3,1,1,1,48,15
10,4,3,1,1,15,16
10,1,99999,0,1,67,17
10,2,3,0,1,76,18
10,2,3,1,1,43,19
10,4,3,1,1,69,20
10,4,3,0,1,136,21
10,4,3,1,1,49,22
10,1,99999,1,1,98,23
10,2,3,0,1,184,24
10,1,99999,0,0,127,25
10,1,99999,0,0,80,26
10,2,3,0,1,186,27
10,4,3,0,0,46,28
10,4,3,0,1,2,29
10,3,2,1,1,77,30
10,4,3,1,1,26,31
10,1,99999,0,0,86,32
10,3,0,0,1,53,33
10,2,3,1,0,65,34
10,3,1,0,0,140,35
10,1,99999,0,0,10,36
10,4,3,0,1,171,37
10,3,1,0,1,56,38
10,3,0,0,1,106,39
10,4,3,0,1,154,40
10,2,3,0,1,135,41
10,4,3,1,1,126,42
10,2,NaN,0,1,160,43
10,2,3,0,1,168,44
10,3,1,0,0,87,45
10,3,1,0,0,166,46
10,4,3,0,1,115,47
10,1,99999,0,1,153,48
10,4,3,0,1,47,49
10,4,3,1,1,100,50
10,4,NaN,0,1,147,51
10,1,99999,1,1,142,52
10,3,1,0,1,130,53
10,1,99999,1,1,191,54
10,2,3,0,1,4,55
10,4,3,1,1,8,56
10,3,0,0,1,193,57
10,3,2,0,1,165,58
10,1,99999,0,0,139,59
10,2,3,1,1,176,60
10,4,3,0,1,162,61
10,2,3,0,0,42,62
10,2,3,1,1,14,63
10,4,3,0,0,145,64
10,1,99999,0,0,123,65
10,3,1,1,1,157,66
10,3,1,0,0,20,67
10,2,2,0,1,52,68
10,4,3,0,1,185,69
10,1,99999,1,1,23,70
10,2,3,0,1,55,71
10,1,99999,0,1,34,72
10,3,2,1,1,148,73
10,1,99999,1,1,16,74
10,2,3,0,0,150,75
10,3,1,1,0,79,76
10,2,3,0,1,64,77
10,2,3,0,1,117,78
10,3,0,0,0,146,79
10,1,99999,0,0,200,80
10,4,3,1,1,128,81
10,2,3,0,1,174,82
10,3,1,1,1,37,83
10,1,99999,1,1,192,84
10,2,3,1,1,172,85
10,4,3,1,1,41,86
10,3,0,0,0,6,87
10,4,3,0,1,88,88
10,4,3,0,1,18,89
10,1,99999,1,1,68,90
10,3,0,0,1,84,91
10,4,3,0,0,31,92
10,2,3,1,1,155,93
10,4,3,1,1,13,94
10,4,3,0,1,137,95
10,1,99999,1,1,112,96
10,1,99999,0,1,24,97
10,1,99999,0,1,124,98
10,3,2,1,1,188,99
10,3,1,0,1,72,100
10,3,1,1,1,44,101
10,2,3,1,1,134,102
10,4,3,0,1,9,103
10,1,99999,1,1,50,104
10,2,NaN,1,1,187,105
10,3,2,0,0,132,106
10,1,99999,0,0,93,107
10,2,3,0,0,197,108
10,2,3,1,1,119,109
10,3,1,1,0,194,110
10,2,3,1,1,195,111
10,3,1,0,1,169,112
10,4,3,1,1,114,113
10,4,3,1,1,74,114
10,1,99999,1,1,156,115
10,2,3,0,0,163,116
10,3,1,1,1,198,117
10,3,0,0,0,196,118
10,1,99999,1,1,89,119
10,3,1,0,1,116,120
10,2,NaN,0,1,91,121
10,1,99999,0,1,40,122
10,2,3,0,0,22,123
10,2,3,0,1,144,124
10,3,1,1,1,149,125
10,4,3,0,1,177,126
10,1,99999,1,1,179,127
10,4,3,1,1,33,128
10,4,3,0,1,180,129
10,3,2,0,0,167,130
10,3,1,1,1,125,131
10,1,99999,1,1,121,132
10,4,3,0,1,70,133
10,3,1,1,1,131,134
10,4,3,0,1,85,135
10,3,2,0,1,17,136
10,2,3,0,0,92,137
10,2,3,0,1,82,138
10,4,3,0,0,71,139
10,3,1,1,1,190,140
10,1,99999,1,1,38,141
10,2,NaN,0,1,182,142
10,1,99999,1,1,102,143
10,4,3,1,1,104,144
10,2,3,0,1,51,145
10,1,99999,1,1,101,146
10,2,3,0,1,161,147
10,3,1,0,0,152,148
10,4,3,1,1,151,149
10,2,NaN,1,1,19,150
10,2,3,1,1,61,151
10,2,3,0,1,94,152
10,4,3,0,1,11,153
10,3,1,0,1,173,154
10,1,99999,1,1,28,155
